course_name,street_address,city,state,zip_code,course_type,holes,phone,longitude,latitude,census_name,raw_acres,dist_meters,final_acres
Doby Springs Golf Club,Highway 64,Buffalo,OK,73834,Public,18 Holes,(580) 735-2654,-99.630352,36.842227,Woodward Municipal Golf Course,65.7862697040752,51681.316895145195,NA
Falconhead Resort &Country Club,605 Falconhead Dr,Burneyville,OK,73430-9762,Public,18 Holes,(800) 578-4707,-97.309787,33.927422,Elks Golf and Country Club,112.8316625971076,88982.79262291717,NA
The Greens,South Williams Circle,Burns Flat,OK,73624,Public,18 Holes,(580) 562-4204,-99.170229,35.35707,Clinton Municipal Golf Course,45.10013906163687,26357.321814655836,NA
Hummingbird Golf Course,801 Hummingbird Dr,Cache,OK,73527-4803,Public,18 Holes,(580) 429-4400,-98.619373,34.623243,Elks Golf and Country Club,112.8316625971076,60705.58439086108,NA
Arrowhead State Park Golf Course,State Park Road,Canadian,OK,74425,Municipal,18 Holes,(866) 602-4653,-95.674744,35.12423,Thundercreek Golf Course,209.05812543254802,23217.224944912723,NA
Cherokee Hills Golf Club,770 S Cherokee St,Catoosa,OK,74015-2538,Public,18 Holes,(918) 384-7600,-95.752694,36.176041,Adams Municipal Golf Course,123.41136519954411,65007.2426582828,NA
Chandler Golf Course,Highway #18,Chandler,OK,74834,Municipal,9 Holes,(405) 258-3068,-96.884769,35.7246,Shawnee Country Club,629.6774894851753,41970.780845079535,NA
Fountainhead Golf Course At Eufalla State Park,Highway 150,Checotah,OK,74426,Public,18 Holes,(866) 602-4653,-95.645849,35.456555,Thundercreek Golf Course,209.05812543254802,58882.86233104669,NA
Cheyenne Golf Course,Highway 283 South,Cheyenne,OK,73628,Public,9 Holes,(580) 497-2460,-99.669519,35.61849,Clinton Municipal Golf Course,45.10013906163687,65221.90921000638,NA
Cottonwood Creek Golf Course,2900 S 16th St,Chickasha,OK,73018,Private,18 Holes,(405) 224-1250,-97.952711,35.01947,The Trails Golf Course,121.2567959655264,47210.21772808543,NA
Choctaw Creek Golf Course,2200 N Hiwassee Rd,Choctaw,OK,73020-8142,Public,18 Holes,(405) 769-7166,-97.300286,35.491244,Univ of Okla Golf Course,114.19386067055726,34741.94629912148,NA
Heritage Hills Golf Course,3140 Tee St,Claremore,OK,74019-4926,Public,18 Holes,(918) 341-0055,-95.652337,36.318223,Adams Municipal Golf Course,123.41136519954411,52725.567435893834,NA
Scissortail Golf Course,25474 Stonebridge Pkwy,Claremore,OK,25474,Public,18 Holes,(918) 266-5000,-95.68447,36.242615,Adams Municipal Golf Course,123.41136519954411,59467.96783483899,NA
Keystone Golf Club,1800 Airport Rd,Cleveland,OK,74020-9697,Public,9 Holes,(918) 358-2277,-96.460562,36.285873,Lakeside Golf Course,152.81541469750806,55112.26261939975,NA
Riverside Golf Course,10329 N 2265 Rd,Clinton,OK,10329,Municipal,36 Holes,(580) 323-5958,-98.988894,35.51946,Clinton Municipal Golf Course,45.10013906163687,2769.5379806816895,NA
Comanche Golf Course,HC 64,Comanche,OK,73529-9864,Public,9 Holes,(580) 439-8879,-97.979589,34.362471,Elks Golf and Country Club,112.8316625971076,17749.23667060422,NA
Cordell Golf & Country Club,2.5 Miles West of Cordell,Cordell,OK,73632,Public,9 Holes,(580) 832-2232,-98.923422,35.26959,Clinton Municipal Golf Course,45.10013906163687,27886.01185491637,NA
Rolling Meadows Golf Club,23700 E Rupe Ave,Covington,OK,23700,Public,18 Holes,(580) 863-2207,-97.527265,36.376107,Lakeside Golf Course,152.81541469750806,46385.85465747497,NA
The Woods Golf Course,11872 S 274th East Ave,Coweta,OK,11872,Public,18 Holes,(918) 486-3117,-95.671978,35.97903,Adams Municipal Golf Course,123.41136519954411,87968.48151706634,NA
Cushing Country Club,4615 E 9th St,Cushing,OK,74023-6367,Public,18 Holes,(918) 225-6734,-96.700205,35.97107,Lakeside Golf Course,152.81541469750806,39513.446244303515,NA
Drumright Golf Club,9210 E Main St,Drumright,OK,74030-5849,Public,9 Holes,(918) 352-9424,-96.580645,36.086479,Lakeside Golf Course,152.81541469750806,44237.071187738475,NA
The Territory Golf & Country Club,W of Beech St,Duncan,OK,73534,Semi Private,18 Holes,(580) 475-0075,-97.957539,34.501865,Elks Golf and Country Club,112.8316625971076,2195.129266682317,NA
Twin Oaks Golf Club,6755 N Highway 81,Duncan,OK,73533-8786,Public,18 Holes,(580) 252-4714,-97.96711,34.572069,Elks Golf and Country Club,112.8316625971076,4784.751536324198,NA
Duncan Golf & Country Club,1800 N Country Club Rd,Duncan,OK,73533-3608,Public,18 Holes,(580) 255-7706,-97.958007,34.526622,Elks Golf and Country Club,112.8316625971076,7.7157156701111695,112.8316625971076
Durant Country Club,320 Country Club Rd,Durant,OK,74701-6767,Public,18 Holes,(580) 924-0622,-96.374131,33.968814,McAlester Country Club,58.06842168187955,118143.70216188587,NA
KickingBird Golf Course,1600 E Danforth Rd,Edmond,OK,73034-3104,Municipal,18 Holes,(405) 341-5350,-97.459375,35.667103,Crimson Creek Golf Course,199.32410442875218,49590.91337755535,NA
Oak Tree Country Club,700 Country Club Dr,Edmond,OK,73003-2706,Private,36 Holes,(405) 844-4653,-97.49385,35.717668,Crimson Creek Golf Course,199.32410442875218,48731.865729699115,NA
Oak Tree Golf Club,1515 Oak Tree Dr,Edmond,OK,73003-2673,Semi Private,18 Holes,(405) 348-2004,-97.504516,35.718813,Crimson Creek Golf Course,199.32410442875218,47916.16415707471,NA
River Oaks Golf Club,10909 Clubhouse Rd,Edmond,OK,10909,Semi Private,18 Holes,(405) 771-5800,-97.411357,35.581242,Univ of Okla Golf Course,114.19386067055726,42774.11391747064,NA
Rose Creek Golf Club,17031 N May Ave,Edmond,OK,17031,Public,18 Holes,(405) 330-8220,-97.56733,35.644736,Crimson Creek Golf Course,199.32410442875218,39546.20499163718,NA
Fairfax Golf Club,2905 N Sooner Rd,Edmond,OK,73034-5841,Public,18 Holes,(405) 359-8333,-97.425222,35.684348,Crimson Creek Golf Course,199.32410442875218,53118.44443963856,NA
Crimson Creek Golf Club,801 Babcock Dr,El Reno,OK,73036-2504,Municipal,18 Holes,(405) 422-4653,-97.983639,35.525367,Crimson Creek Golf Course,199.32410442875218,0,199.32410442875218
Elk City Golf & Country Club,108 Lakeridge Rd,Elk City,OK,73644-9748,Public,18 Holes,(580) 225-5454,-99.400388,35.363694,Clinton Municipal Golf Course,45.10013906163687,43635.802192620526,NA
Meadowlake Golf Course,2013 West Rupe,Enid,OK,73703,Municipal,18 Holes,(580) 234-3080,-97.90465,36.376376,Caldwell Golf Course,46.65511521637117,73483.39667856506,NA
Oakwood Country Club,1601 N Oakwood Rd,Enid,OK,73703-2932,Semi Private,18 Holes,(580) 234-5811,-97.925804,36.412547000000004,Caldwell Golf Course,46.65511521637117,70486.64033095214,NA
Pheasant Run,1702 Clubhouse Dr,Enid,OK,73703-2745,Public,18 Holes,(580) 233-2355,-97.94851,36.412482,Caldwell Golf Course,46.65511521637117,71334.55138238528,NA
Golden Oaks Village Green Golf,5801 N Oakwood Rd,Enid,OK,73703-9344,Public,9 Holes,(580) 542-6723,-97.925955,36.451412,Caldwell Golf Course,46.65511521637117,66558.55904130983,NA
Northern Hills Golf Course,301 Montgomery St,Enid,OK,73701,Public,9 Holes,(580) 234-5131,-97.845661,36.39435,Caldwell Golf Course,46.65511521637117,69841.90318711876,NA
Kah Wah C Country Club,1398 Kaw Wah C Rd,Fairfax,OK,74637,Public,18 Holes,(918) 642-5351,-96.672103,36.580303,Lakeside Golf Course,152.81541469750806,56427.247765711225,NA
Pecan Valley Golf Course,24821 Hwy 80,Fort Gibson,OK,24821,Public,9 Holes,(918) 478-9774,-95.251778,35.81665,Thundercreek Golf Course,209.05812543254802,109187.43830486294,NA
Cedar Lakes Golf Course,Building 4746,Fort Sill,OK,73503,Semi Private,18 Holes,(580) 442-3875,-98.409559,34.65876,Elks Golf and Country Club,112.8316625971076,43111.04341785371,NA
Fort Sill Golf Club,1275 Quinette Road,Fort Sill,OK,73503,Semi Private,18 Holes,(580) 442-5441,-98.375537,34.692641,Elks Golf and Country Club,112.8316625971076,41715.77757731523,NA
Frederick Country Club,1001 N 1st St,Frederick,OK,73542-9615,Private,9 Holes,(580) 335-2911,-99.028044,34.3943,Elks Golf and Country Club,112.8316625971076,98390.6842025052,NA
Fort Cobb State Park Golf Course,27046 Marina Bay Ln,Ft Cobb,OK,27046,Municipal,18 Holes,(866) 602-4653,-98.446438,35.170448,Crimson Creek Golf Course,199.32410442875218,56346.24387993804,NA
Cotton Creek Golf Club,181st St South,Glenpool,OK,74033,Public,18 Holes,(918) 827-3673,-96.007469,35.95189,Adams Municipal Golf Course,123.41136519954411,89093.21178541664,NA
Panhandle State University Golf Course,Panhandle State University,Goodwell,OK,73939,Municipal,18 Holes,(800) 664-6778,-101.629314,36.59137,Woodward Municipal Golf Course,65.7862697040752,201874.49471419942,NA
Patricia Island Golf Club,4980 Clubhouse Road,Grove,OK,74344,Public,18 Holes,(800) 495-5253,-94.829931,36.59262,Adams Municipal Golf Course,123.41136519954411,96975.10036737291,NA
Cherokee Grove Golf Course,519 Quail Run Rd,Grove,OK,74344-5827,Public,9 Holes,(918) 786-9852,-94.809081,36.592029,Adams Municipal Golf Course,123.41136519954411,98817.0568808979,NA
Guthrie Golf & Country Club,3401 Highway 105,Guthrie,OK,73044-9592,Private,9 Holes,(405) 282-1315,-97.382957,35.877838,Lakeside Golf Course,152.81541469750806,43326.679263394544,NA
Cedar Valley Golf Club,210 Par Ave,Guthrie,OK,73044-8754,Public,36 Holes,(877) 230-7292,-97.564369,35.870369,Crimson Creek Golf Course,199.32410442875218,53316.29491712587,NA
Cimarron National Golf Club,500 Duffys Way,Guthrie,OK,73044-8771,Public,36 Holes,(405) 282-7888,-97.48897,35.871129,Lakeside Golf Course,152.81541469750806,50546.28651356795,NA
Cedar Valley Executive Par 3,725 Masters Dr,Guthrie,OK,73044-9331,Public,18 Holes,(405) 282-4478,-97.498619,35.871696,Lakeside Golf Course,152.81541469750806,51155.235683595354,NA
Sunset Hills Golf Course,5000 Sunset Dr,Guymon,OK,73942,Municipal,18 Holes,(580) 338-7404,-101.494589,36.672110000000004,Woodward Municipal Golf Course,65.7862697040752,190885.70399421238,NA
Oil Field Recreation Association,1200 Golf Course Rd,Healdton,OK,73438-3152,Public,9 Holes,(580) 229-2520,-97.468129,34.20746,Elks Golf and Country Club,112.8316625971076,56944.42866168286,NA
Hickory Ridge Golf Course,748 Bloomfield Rd,Hendrix,OK,74741-1407,Public,9 Holes,(580) 283-3051,-96.379123,33.802842,McAlester Country Club,58.06842168187955,134832.20272597866,NA
Turkey Creek Golf Club,Highway #51 West,Hennessey,OK,73742,Public,18 Holes,(405) 853-2100,-97.881039,36.073142,Crimson Creek Golf Course,199.32410442875218,60915.16686009187,NA
Henryetta Golf & Country Club,Country Club Road,Henryetta,OK,74437,Public,9 Holes,(918) 652-8664,-95.985031,35.42028,Thundercreek Golf Course,209.05812543254802,55370.412837245174,NA
Hobart Country Club,RR 3,Hobart,OK,73651,Municipal,9 Holes,(580) 726-3534,-99.089594,35.02582,Clinton Municipal Golf Course,45.10013906163687,56167.982569406435,NA
Hollis Golf and Country Club,4 Miles North of Hollis,Hollis,OK,73550,Public,9 Holes,(580) 688-3673,-99.929675,34.73252,Clinton Municipal Golf Course,45.10013906163687,124342.085249338,NA
Blackmer Municipal Golf Course,Pan Handle Street,Hooker,OK,73945,Municipal,9 Holes,(580) 652-2856,-101.209541,36.859036,Woodward Municipal Golf Course,65.7862697040752,170254.61165830866,NA
Rock Creek Golf Course,3017 E 2090 Rd,Hugo,OK,74743-4550,Public,9 Holes,(580) 326-6130,-95.512093,34.013484,McAlester Country Club,58.06842168187955,101059.12240516083,NA
Hugo Golf Club,2403 S Country Club Rd,Hugo,OK,74743-8505,Public,9 Holes,(580) 326-6549,-95.522524,33.968015,McAlester Country Club,58.06842168187955,105802.57965016105,NA
Sequoyiah State Park Golf Course,19277 Park 10,Hulbert,OK,19277,Municipal,18 Holes,(866) 602-4653,-95.244124,35.899592,Adams Municipal Golf Course,123.41136519954411,111203.39240849555,NA
Idabel Country Club,2301 E Lincoln Rd,Idabel,OK,74745-8121,Public,18 Holes,(580) 286-7545,-94.802338,33.881072,McAlester Country Club,58.06842168187955,143042.75852721639,NA
South Lakes Golf Course,9253 S Elwood Ave,Jenks,OK,74037-2300,Municipal,18 Holes,(918) 746-3761,-95.993568,36.030484,Adams Municipal Golf Course,123.41136519954411,80270.83583255048,NA
Deer Valley Golf Course,1 Pioneer Ct,Kansas,OK,74347-9452,Public,9 Holes,(918) 597-3636,-94.792606,36.203092,Adams Municipal Golf Course,123.41136519954411,116104.98182455897,NA
Kingfisher Golf Course,1965 East Bowman,Kingfisher,OK,73750,Municipal,18 Holes,(405) 375-3941,-97.925519,35.85679,Crimson Creek Golf Course,199.32410442875218,36531.16066613418,NA
Buncombe Creek Golf Course,1 Mile N of Willis Bridge  Off Hwy 377,Kingston,OK,73439,Public,18 Holes,(580) 564-1260,-96.835276,33.896657,Elks Golf and Country Club,112.8316625971076,124456.36401644076,NA
Chickasaw Pointe Golf Resort,1209 Chicksaw Pointe Rd,Kingston,OK,73439,Public,18 Holes,(866) 602-4653,-96.642849,33.997701,Thundercreek Golf Course,209.05812543254802,129069.96519232768,NA
Grand Cherokee State Park Golf Course,Below the Pennsacola Dam,Langley,OK,74350,Municipal,9 Holes,(866) 602-4653,-95.047754,36.465761,Adams Municipal Golf Course,123.41136519954411,82299.44929577642,NA
Laverne Golf & Country Club,137 W Jane Jayroe,Laverne,OK,73848,Public,9 Holes,(580) 921-5228,-99.904869,36.70962,Woodward Municipal Golf Course,65.7862697040752,56661.545936241884,NA
Lawton Municipal Golf Course,S 11th & King St,Lawton,OK,73502,Municipal,18 Holes,(580) 353-4493,-98.404544,34.532795,Elks Golf and Country Club,112.8316625971076,40105.16034031462,NA
Lawton Country Club,4601 W Gore Blvd,Lawton,OK,73505-5911,Private,27 Holes,(580) 353-2073,-98.451088,34.609076,Elks Golf and Country Club,112.8316625971076,45281.64470242561,NA
Felton Dean Golf and Sports Center,5401 Southwest 67th Street,Lawton,OK,73506,Public,18 Holes,(580) 536-5456,-98.474907,34.555452,Elks Golf and Country Club,112.8316625971076,46649.192382978785,NA
Lindsay Municipal Golf Course,11086 State Hwy 76,Lindsay,OK,11086,Municipal,9 Holes,(405) 756-3611,-97.614194,34.837163,The Trails Golf Course,121.2567959655264,40122.09768514829,NA
Quartz Mountain Golf Course,RR 1,Lone Wolf,OK,73655-9801,Public,18 Holes,(866) 602-4653,-99.253784,34.99379,Clinton Municipal Golf Course,45.10013906163687,64314.395162027875,NA
Fairview Lakeside Country Club,RR 1,Longdale,OK,73755-9801,Public,9 Holes,(580) 227-3225,-98.552019,36.137325,Clinton Municipal Golf Course,45.10013906163687,77407.10378585693,NA
Mangum Golf Course,Highway #9,Mangum,OK,73544,Municipal,9 Holes,(580) 782-3676,-99.771829,34.669775,Clinton Municipal Golf Course,45.10013906163687,120019.02727493813,NA
Generation Golf Course,South of City,Marlow,OK,73055,Public,18 Holes,(580) 658-3021,-97.957659,34.64769,Elks Golf and Country Club,112.8316625971076,13198.515111921786,NA
McAlester Country Club,1500 Country Club Rd,McAlester,OK,74501-7252,Private,18 Holes,(918) 423-3599,-95.750813,34.909797,McAlester Country Club,58.06842168187955,438.5513313307742,58.06842168187955
Persimmon Hills Golf Course,Persimmon Hills Rd,Meeker,OK,74855,Public,9 Holes,(405) 279-3424,-96.902074,35.503205,Shawnee Country Club,629.6774894851753,17365.427234033832,NA
Miami Golf & Country Club Inc.,1915 Cleveland St,Miami,OK,74354-3906,Public,18 Holes,(918) 542-2512,-94.855794,36.889258,Adams Municipal Golf Course,123.41136519954411,94177.03678484347,NA
Peoria Ridge Golf Course,10301 S 600 Rd,Miami,OK,10301,Public,18 Holes,(918) 542-7676,-94.80577,36.85949,Adams Municipal Golf Course,123.41136519954411,98131.02523960632,NA
Midwest City Municipal Golf Course,3210 Belaire Dr,Midwest City,OK,73110-3906,Municipal,9 Holes,(405) 732-9999,-97.391931,35.47165,Univ of Okla Golf Course,114.19386067055726,30739.140427663227,NA
John Conrad Golf Course,711 S Douglas Blvd,Midwest City,OK,73130-4213,Municipal,18 Holes,(405) 732-2209,-97.371031,35.458368,Univ of Okla Golf Course,114.19386067055726,29546.191081096695,NA
Moore Golf & Athletic Club,920 SW 19th St,Moore,OK,73160-2804,Private,18 Holes,(405) 790-0264,-97.507447,35.319681,The Trails Golf Course,121.2567959655264,14884.019691679025,NA
Lakeside Golf Course,3400 N Eastern Ave,Moore,OK,73160-9033,Public,9 Holes,(405) 794-0252,-97.47672,35.368893,Univ of Okla Golf Course,114.19386067055726,19498.9796202563,NA
Broadmoore Golf Club,500 Willow Pine Dr,Moore,OK,73160-7507,Public,18 Holes,(405) 794-1529,-97.467927,35.308227,Univ of Okla Golf Course,114.19386067055726,12736.654196199876,NA
Quail Run Golf Course,501 E Sequoyah St,Muldrow,OK,74948-4621,Public,9 Holes,(918) 427-5315,-94.590679,35.405353,McAlester Country Club,58.06842168187955,118920.50494018375,NA
Muskogee Country Club,2400 N Country Club Rd,Muskogee,OK,74403-1807,Private,18 Holes,(918) 682-3721,-95.322753,35.774164,Thundercreek Golf Course,209.05812543254802,102121.70101225884,NA
Eagle Crest Golf Course,4301 Border Ave,Muskogee,OK,74401-4921,Public,18 Holes,(918) 682-0866,-95.415452,35.740353,Thundercreek Golf Course,209.05812543254802,95350.49282022782,NA
Cobble Stone Creek Golf Course,700 E Smith Ferry Rd,Muskogee,OK,74403-8622,Public,18 Holes,(918) 682-4845,-95.36404,35.697126,Thundercreek Golf Course,209.05812543254802,92784.29099342896,NA
Pebble Creek Golf Course,355 E Pebble Creek Ter,Mustang,OK,73064-4197,Public,9 Holes,(405) 376-8892,-97.719642,35.395086,Crimson Creek Golf Course,199.32410442875218,27591.919093236713,NA
Nashoba Valley Golf Course and Cabins,HC 69 Box 34,Nashoba,OK,74558-9605,Public,9 Holes,(918) 755-4519,-95.18205,34.511835,McAlester Country Club,58.06842168187955,67706.13130816953,NA
New Kirk Country Club,3701 E Dry Rd,Newkirk,OK,74647,Municipal,18 Holes,(580) 362-2240,-97.019008,36.868511,Caldwell Golf Course,46.65511521637117,53241.38057533518,NA
Westwood Park Golf Course,2400 Westport Dr,Norman,OK,73069-6336,Municipal,18 Holes,(405) 292-9700,-97.479729,35.231455,The Trails Golf Course,121.2567959655264,4785.252773976204,NA
The Trails Golf Club,3200 S Berry Rd,Norman,OK,73072-7435,Private,18 Holes,(405) 360-1920,-97.462625,35.185505,The Trails Golf Course,121.2567959655264,147.43210982101587,121.2567959655264
Belmar Golf Club,1025 E Indian Hills Rd,Norman,OK,73071-7944,Private,18 Holes,(405) 364-0111,-97.427041,35.290921,Univ of Okla Golf Course,114.19386067055726,10464.492880394724,NA
Jimmy Austin Golf Course/Univ Oklahoma,1 Par Dr,Norman,OK,73019-0001,Public,18 Holes,(405) 325-6716,-97.432894,35.194036,Univ of Okla Golf Course,114.19386067055726,0,114.19386067055726
Cobblestone Creek Golf Club,1350 Cobblestone Creek Dr,Norman,OK,73072-8541,Public,9 Holes,(405) 872-2582,-97.420939,35.164596,Univ of Okla Golf Course,114.19386067055726,3032.1433601922845,NA
Nowata Country Club,507 W Delaware Ave,Nowata,OK,74048-2554,Public,9 Holes,(918) 273-0928,-95.642578,36.701501,Adams Municipal Golf Course,123.41136519954411,23509.85639376499,NA
Okeene Golf Course,401 S Phillips St,Okeene,OK,73763-9121,Municipal,9 Holes,(580) 822-3435,-98.311464,36.113293,Crimson Creek Golf Course,199.32410442875218,70920.52769874594,NA
Okemah Golf Club,Broadway & East 10th Street,Okemah,OK,74859,Public,9 Holes,(918) 623-9516,-96.288139,35.43202,Shawnee Country Club,629.6774894851753,54155.76483682468,NA
Lake Hefner Golf Club,4491 S Lake Hefner Dr,Oklahoma City,OK,73116-1530,Municipal,36 Holes,(405) 843-1565,-97.599792,35.543399,Crimson Creek Golf Course,199.32410442875218,34530.40795883669,NA
Earlywine Golf Course,11600 S Portland Ave,Oklahoma City,OK,11600,Municipal,36 Holes,(405) 691-1727,-97.582809,35.351752,The Trails Golf Course,121.2567959655264,20663.931351661333,NA
James E. Stewart Golf Course,824 Fredrick Douglas Ave,Oklahoma City,OK,73117,Municipal,9 Holes,(405) 424-4353,-97.473136,35.47427,Univ of Okla Golf Course,114.19386067055726,31040.87952024931,NA
Trosper Park Golf Course,2301 SE 29th St,Oklahoma City,OK,73129-8303,Municipal,18 Holes,(405) 677-8874,-97.471585,35.435387,Univ of Okla Golf Course,114.19386067055726,26730.462486787565,NA
Lincoln Park Golf Course,4001 NE Grand Blvd,Oklahoma City,OK,73111-5408,Municipal,36 Holes,(405) 424-1421,-97.468075,35.511816,Univ of Okla Golf Course,114.19386067055726,35151.39912269671,NA
Quail Creek Golf & Country Club,3501 Quail Creek Rd,Oklahoma City,OK,73120-8910,Private,18 Holes,(405) 751-0811,-97.581308,35.59858,Crimson Creek Golf Course,199.32410442875218,36978.9582857968,NA
Willow Creek Country Club,6501 S Country Club Dr,Oklahoma City,OK,73159-2941,Private,18 Holes,(405) 685-7751,-97.551823,35.400412,The Trails Golf Course,121.2567959655264,24587.547766252155,NA
Oklahoma City Golf & Country Club,7000 NW Grand Blvd,Oklahoma City,OK,73116-4122,Private,18 Holes,(405) 848-5611,-97.550384,35.548336,Crimson Creek Golf Course,199.32410442875218,39022.395234403324,NA
Twin Hills Golf & Country Club,3401 NE 36th St,Oklahoma City,OK,73121-2009,Private,18 Holes,(405) 427-3947,-97.452978,35.507867,Univ of Okla Golf Course,114.19386067055726,34623.56325450765,NA
Gaillardia Country Club,5300 Gaillardia Blvd,Oklahoma City,OK,73142-1836,Semi Private,18 Holes,(405) 302-2810,-97.614571,35.616012,Crimson Creek Golf Course,199.32410442875218,34524.280848849885,NA
The Greens Country Club,13100 Green Valley Dr,Oklahoma City,OK,13100,Semi Private,18 Holes,(405) 751-6266,-97.596215,35.603556,Crimson Creek Golf Course,199.32410442875218,35785.599596365624,NA
Willow Creek Country Club,6501 S Country Club Dr,Oklahoma City,OK,73159-2941,Public,18 Holes,(405) 685-7751,-97.551823,35.400412,The Trails Golf Course,121.2567959655264,24587.547766252155,NA
The Links,700 NE 122nd St,Oklahoma City,OK,73114-8150,Public,9 Holes,(405) 936-9214,-97.50074,35.594406,Crimson Creek Golf Course,199.32410442875218,44051.83072307698,NA
Okmulgee Country Club,1400 S Mission St,Okmulgee,OK,74447-6917,Public,18 Holes,(918) 756-8000,-95.944219,35.609599,Thundercreek Golf Course,209.05812543254802,75152.91722493918,NA
Bailey Ranch Golf Club,10105 Larking Bailey Blvd,Owasso,OK,10105,Municipal,18 Holes,(918) 274-4653,-95.86403,36.282944,Adams Municipal Golf Course,123.41136519954411,51866.01756438673,NA
Owasso Golf & Athletic Club,13604 E 84th St N,Owasso,OK,13604,Semi Private,18 Holes,(800) 482-1618,-95.798797,36.275905,Adams Municipal Golf Course,123.41136519954411,53325.52278556599,NA
Pauls Valley Golf Course,Airport Road,Pauls Valley,OK,73075,Municipal,9 Holes,(405) 238-7462,-97.217689,34.7065,The Trails Golf Course,121.2567959655264,56599.5464322177,NA
Buffalo Hills Golf Course,424 Farrell Ave,Pawhuska,OK,74056-4045,Public,9 Holes,(918) 287-1695,-96.349433,36.663679,Adams Municipal Golf Course,123.41136519954411,39846.66635902325,NA
Pawnee Municipal Golf Course,46511 S 345 Rd,Pawnee,OK,46511,Municipal,9 Holes,(918) 762-3785,-96.708924,36.11353,Lakeside Golf Course,152.81541469750806,32334.098736008793,NA
Cimarron Trails Golf Club,1400 Lovers Ln,Perkins,OK,74059-4504,Public,18 Holes,(405) 547-5701,-97.024982,35.98487,Lakeside Golf Course,152.81541469750806,21274.39382419321,NA
Perry Golf & Country Club,North 9th. Street,Perry,OK,73077,Private,9 Holes,(580) 336-2326,-97.291969,36.303765,Lakeside Golf Course,152.81541469750806,24144.149871779064,NA
Lew Wentz Golf Course,2928 L A Cann Dr,Ponca City,OK,74604-5756,Municipal,18 Holes,(580) 767-0433,-97.022026,36.737257,Caldwell Golf Course,46.65511521637117,58539.59628798727,NA
Ponca City Country Club,1101 N Pecan Rd,Ponca City,OK,74604-4115,Private,18 Holes,(580) 762-4413,-97.049127,36.714012,Caldwell Golf Course,46.65511521637117,57791.8066331575,NA
Hilltop Golf Course,21254 S 349th East Ave,Porter,OK,21254,Public,9 Holes,(918) 483-9551,-95.589045,35.851381,Thundercreek Golf Course,209.05812543254802,102890.64433329986,NA
Choctaw Country Club,21723 Country Club Rd,Poteau,OK,21723,Private,9 Holes,(918) 647-3488,-94.641364,35.029189,McAlester Country Club,58.06842168187955,101706.8768850506,NA
Wolf Ridge Golf Course,24175 Clubhouse Ln,Poteau,OK,24175,Public,18 Holes,(479) 647-2582,-94.684504,35.033162,McAlester Country Club,58.06842168187955,97873.869913916307,NA
Prague Golf Course,1112 N Ayers Street,Prague,OK,74864,Public,9 Holes,(405) 567-2857,-96.68062,35.487721,Shawnee Country Club,629.6774894851753,23646.397174362042,NA
Pryor Creek Golf Course,724 E 530,Pryor,OK,74361-2863,Municipal,18 Holes,(918) 825-3056,-95.242729,36.249222,Adams Municipal Golf Course,123.41136519954411,80835.76300599173,NA
Brent Bruehl Mem. Golf Course,1400 Chandler Road,Purcell,OK,73080,Municipal,18 Holes,(405) 527-5114,-97.390933,34.986206,The Trails Golf Course,121.2567959655264,21934.768481308856,NA
Shadow Creek Country Club,27 Club View Cir,Sallisaw,OK,74955-7408,Public,18 Holes,(918) 775-6997,-94.773284,35.446324,McAlester Country Club,58.06842168187955,107001.43225899414,NA
The Canyons At Blackjack Ridge,1801 N McKinley Ave,Sand Springs,OK,74063-8302,Municipal,18 Holes,(918) 246-2606,-96.105515,36.161039,Adams Municipal Golf Course,123.41136519954411,67846.56630585373,NA
Sapulpa Municipal Golf Course,1200 W Dewey Ave,Sapulpa,OK,74066-8685,Municipal,18 Holes,(918) 224-0237,-96.129936,35.994821,Lakeside Golf Course,152.81541469750806,86019.04660640477,NA
Clary Fields Golf Club,9999 S 49th West Ave,Sapulpa,OK,74066-9012,Public,18 Holes,(918) 248-4080,-96.047266,36.014249,Adams Municipal Golf Course,123.41136519954411,82693.57220517522,NA
Sayre Golf Course,1706 B S Hwy 66,Sayre,OK,73662,Public,9 Holes,(580) 928-9046,-99.646699,35.263529,Clinton Municipal Golf Course,45.10013906163687,68586.0027078951,NA
Jimmy Austin Golf Course,1605 N Main St,Seminole,OK,74868,Municipal,18 Holes,(405) 382-3365,-96.668629,35.23404,Shawnee Country Club,629.6774894851753,21909.043936405502,NA
Shattuck Golf Course,Hwy 283,Shattuck,OK,73858,Public,18 Holes,(580) 938-2445,-99.881574,36.28031,Woodward Municipal Golf Course,65.7862697040752,47482.13478061444,NA
Firelake Golf Course,1901 S Gordon Cooper Dr,Shawnee,OK,74801-8604,Municipal,18 Holes,(405) 275-4471,-96.923942,35.29394,Shawnee Country Club,629.6774894851753,5071.188904464085,NA
Elks Country Club,13500 Acme Rd,Shawnee,OK,13500,Private,18 Holes,(405) 275-1060,-96.965358,35.361665,Shawnee Country Club,629.6774894851753,6646.219364405537,NA
Shawnee Country Club,2501 Augusta,Shawnee,OK,74801-0505,Private,18 Holes,(405) 273-2764,-96.888864,35.344727,Shawnee Country Club,629.6774894851753,0,629.6774894851753
Lakeview Golf Club,South of Town,Shidler,OK,74652,Public,9 Holes,(918) 793-2721,-96.661209,36.78145,Adams Municipal Golf Course,123.41136519954411,66324.89811320743,NA
