course_name,street_address,city,state,zip_code,course_type,holes,phone,longitude,latitude,census_name,raw_acres,dist_meters,final_acres,census_acres
Valley Country Club,251 New London Ave,Warwick,RI,02886-0629,Private,18 Holes,(401) 821-1115,-71.512709,41.706468,Alpine Country Club,208.0233264,8451.804082,2.088483048,NA
Warwick Country Club,394 Narragansett Bay Ave,Warwick,RI,02889-6724,Private,18 Holes,(401) 737-9878,-71.387043,41.67581,Quidnesset Golf Course,116.0083332,4254.968686,1.051424037,NA
Seaview Country Club Inc,150 Gray St,Warwick,RI,02889-6321,Public,9 Holes,(401) 681-4133,-71.387556,41.688302,Quidnesset Golf Course,116.0083332,5492.544552,1.357235222,NA
Beaver River Golf Club,343 Kingstown Rd,West Kingston,RI,02892-1160,Public,18 Holes,(401) 539-2100,-71.636169,41.497485,Quidnesset Golf Course,116.0083332,23875.49401,5.899753947,NA
Laurel Lane Golf Course,309 Laurel Ln,West Kingston,RI,02892-1916,Public,18 Holes,(401) 783-3844,-71.59721,41.492511,Quidnesset Golf Course,116.0083332,21954.87854,5.425160263,NA
West Warwick Country Club,335 Wakefield St,West Warwick,RI,02893-1923,Semi Private,9 Holes,(401) 641-9546,-71.512348,41.724856,Alpine Country Club,208.0233264,6652.351722,1.643829372,NA
Midville Country Club,100 Lombardi Ln,West Warwick,RI,02893-1910,Public,9 Holes,(401) 821-0324,-71.502123,41.723093,Alpine Country Club,208.0233264,7241.761136,1.789475385,NA
Misquamicut Club,60 Ocean View Hwy,Westerly,RI,02891-5251,Private,18 Holes,(401) 348-8121,-71.832541,41.319556,Quidnesset Golf Course,116.0083332,49421.5001,12.21229978,NA
Weekapaug Golf Club,265 Shore Rd,Westerly,RI,02891-3924,Semi Private,9 Holes,(401) 322-7870,-71.776102,41.341076,Quidnesset Golf Course,116.0083332,44446.94493,10.98306233,NA
Winnapaug Golf & Country Club,184 Shore Rd,Westerly,RI,02891-3629,Public,18 Holes,(401) 596-1237,-71.793452,41.337441,Quidnesset Golf Course,116.0083332,45726.76132,11.29931136,NA
Meadow Brook Golf Club,163 Kingstown Rd,Wyoming,RI,02898-1123,Public,9 Holes,(401) 539-8491,-71.664848,41.500536,Quidnesset Golf Course,116.0083332,25492.07584,6.2992194,NA
High Meadows Country Club,1209 Highway 71,Abbeville,SC,29620-4999,Public,9 Holes,(864) 446-2043,-82.427106,34.184718,Whitmire Golf Course,80.83668045,83338.43731,20.59334455,NA
Woodside Plantation Country Club,1000 Woodside Plantation Dr,Aiken,SC,29803-7801,Private,45 Holes,(803) 649-3383,-81.726221,33.498777,Penny Branch Golf Coourse,37.96704427,103354.6098,25.53944086,NA
The Reserve Club At Woodside Plantation,1419 Silver Bluff Rd,Aiken,SC,29803-9224,Semi Private,27 Holes,(803) 648-2442,-81.742392,33.503811,Penny Branch Golf Coourse,37.96704427,104593.7316,25.84563404,NA
Palmetto Golf Club Inc,275 Berrie Rd SW,Aiken,SC,29801-4803,Semi Private,18 Holes,(803) 649-2951,-81.725839,33.546125,Whitmire Golf Course,80.83668045,107249.1979,26.50181305,NA
Houndslake Country Club,901 Houndslake Dr,Aiken,SC,29803-5923,Semi Private,36 Holes,(803) 648-3333,-81.739541,33.523794,Penny Branch Golf Coourse,37.96704427,106381.7387,26.28745955,NA
The Aiken Golf Club,555 Highland Park Dr SW,Aiken,SC,29801-3703,Public,18 Holes,(803) 649-6029,-81.726734,33.558436,Whitmire Golf Course,80.83668045,105896.4291,26.16753711,NA
The Golf Club At Cedar Creek,2475 Club Dr,Aiken,SC,29803-8706,Public,18 Holes,(803) 648-4206,-81.654149,33.452064,Penny Branch Golf Coourse,37.96704427,95569.75071,23.61576325,NA
Stone Creek Cove Golf Course,101 Lakefront Dr,Anderson,SC,29626-6502,Public,9 Holes,(864) 261-0888,-82.807439,34.453171,Whitmire Golf Course,80.83668045,110088.928,27.20352456,NA
Anderson Country Club,1607 W Market St,Anderson,SC,29624-1150,Public,18 Holes,(864) 225-8291,-82.675861,34.500599,Whitmire Golf Course,80.83668045,97834.52851,24.17540117,NA
Brookstone Meadows Golf Course,100 River Club Dr,Anderson,SC,29621-7648,Public,18 Holes,(864) 964-9966,-82.621114,34.622971,Whitmire Golf Course,80.83668045,93620.57799,23.13411292,NA
Cobb's Glen Country Club,2201 Cobbs Way,Anderson,SC,29621-4205,Public,18 Holes,(800) 624-7688,-82.600423,34.540939,Whitmire Golf Course,80.83668045,90969.35488,22.47898244,NA
Pine Lakes Golf Club,410 Carpenter Rd,Anderson,SC,29621-4916,Public,18 Holes,(864) 296-9960,-82.57833,34.459586,Whitmire Golf Course,80.83668045,89079.6365,22.01202358,NA
Cherry Hill Country Club,275 Cherry Hill Loop,Andrews,SC,29510-6039,Private,18 Holes,(843) 264-5422,-79.587231,33.436707,Penny Branch Golf Coourse,37.96704427,169294.6549,41.8335557,NA
Bulls Bay Golf Club,995 Bulls Bay Blvd,Awendaw,SC,29429-6191,Semi Private,18 Holes,(843) 881-2223,-79.719052,32.905911,Penny Branch Golf Coourse,37.96704427,137812.2529,34.05409676,NA
Pawpaw Country Club,128 Paw Paw Rd,Bamberg,SC,29003-2207,Public,18 Holes,(803) 245-4171,-81.014251,33.268189,Penny Branch Golf Coourse,37.96704427,65736.02154,16.2436996,NA
Sweetwater Country Club,571 Club House Ln,Barnwell,SC,29812-6427,Public,18 Holes,(803) 259-5004,-81.418273,33.236881,Penny Branch Golf Coourse,37.96704427,64676.91825,15.98198988,NA
Indian Trail Golf Course,1304 Willis St,Batesburg,SC,29006-9116,Public,18 Holes,(866) 383-6727,-81.538442,33.86206,Whitmire Golf Course,80.83668045,71797.07044,17.74141509,NA
Ponderosa Country Club,190 Durango Dr,Batesburg/Leesville,SC,29070-9000,Private,18 Holes,(803) 532-3472,-81.540841,33.939894,Whitmire Golf Course,80.83668045,63156.73926,15.60634606,NA
Country Club of Beaufort,8 Barnwell Dr,Beaufort,SC,29907-1171,Private,18 Holes,(800) 869-1617,-80.679971,32.473067,Penny Branch Golf Coourse,37.96704427,51988.86333,12.84670807,NA
Secession Golf Club,142 Secession Dr,Beaufort,SC,29907-1791,Private,18 Holes,(843) 522-4600,-80.659171,32.391015,Penny Branch Golf Coourse,37.96704427,58406.5947,14.43256158,NA
Gifford Golf,30 Grober Hill Rd,Beaufort,SC,29906-6268,Public,9 Holes,(843) 521-9555,-80.741893,32.398565,Penny Branch Golf Coourse,37.96704427,51670.78337,12.76810892,NA
Lady's Island Country Club,139 Francis Marion Cir,Beaufort,SC,29907-1951,Public,36 Holes,(843) 524-3635,-80.638629,32.469115,Penny Branch Golf Coourse,37.96704427,55640.83085,13.74912751,NA
The Sanctuary Golf Club At Cat Island,8 Waveland Ave,Beaufort,SC,29907-1735,Public,18 Holes,(843) 524-0300,-80.650714,32.366882,Penny Branch Golf Coourse,37.96704427,60610.3278,14.97711505,NA
Marlboro Country Club,404 Bennettsville Rd,Bennettsville,SC,29512-2654,Public,18 Holes,(843) 479-7741,-79.693219,34.631735,Whitmire Golf Course,80.83668045,174995.2008,43.24218909,NA
Bethune Country Club,2844 Mecklenburg Rd,Bethune,SC,29009-9686,Public,18 Holes,(843) 334-7179,-80.336655,34.412825,Whitmire Golf Course,80.83668045,116194.2158,28.71217171,NA
Bishopville Country Club,255 Country Club Rd,Bishopville,SC,29010-8925,Public,18 Holes,(803) 428-3675,-80.295031,34.168251,Whitmire Golf Course,80.83668045,125544.2178,31.02260395,NA
Hampton Hall Club,170 Hampton Hall Blvd,Bluffton,SC,29910-7824,Private,18 Holes,(800) 530-2293,-80.919273,32.243451,Penny Branch Golf Coourse,37.96704427,54887.80855,13.56305193,NA
Berkeley Hall Golf Club,366 Good Hope Rd,Bluffton,SC,29909-3107,Private,36 Holes,(843) 815-8444,-80.905975,32.30187,Penny Branch Golf Coourse,37.96704427,49733.21343,12.2893257,NA
Callawassie Island Club,20 Clubhouse Dr,Bluffton,SC,29910-5731,Private,27 Holes,(843) 987-2161,-80.884042,32.279966,Penny Branch Golf Coourse,37.96704427,52877.93161,13.06640129,NA
Colleton River Plantation Country Club,60 Colleton River Dr,Bluffton,SC,29910-6314,Private,45 Holes,(843) 836-4410,-80.79804,32.29031,Penny Branch Golf Coourse,37.96704427,56522.17762,13.9669127,NA
Pinecrest Golf Course,1 Pinecrest Way,Bluffton,SC,29910-7815,Semi Private,18 Holes,(843) 757-8960,-80.893689,32.256245,Penny Branch Golf Coourse,37.96704427,54719.98232,13.52158123,NA
May River Golf Club At Palmetto Bluff,350 Mount Pelia Rd,Bluffton,SC,29910,Semi Private,18 Holes,(866) 706-6565,-80.884943,32.20751,Penny Branch Golf Coourse,37.96704427,59900.781,14.80178249,NA
Belfair Golf Club,200 Belfair Oaks Blvd,Bluffton,SC,29910-4881,Semi Private,36 Holes,(843) 757-0715,-80.855817,32.286956,Penny Branch Golf Coourse,37.96704427,53632.14462,13.2527711,NA
Sun City Hilton Head,672 Cypress Hills Dr,Bluffton,SC,29909-5077,Public,36 Holes,(866) 705-4999,-80.977744,32.27696,Penny Branch Golf Coourse,37.96704427,49258.13981,12.17193264,NA
Island West Golf Club,40 Island West Dr,Bluffton,SC,29910-5106,Public,18 Holes,(843) 689-6660,-80.917925,32.290362,Penny Branch Golf Coourse,37.96704427,50298.78089,12.42908025,NA
Eagle's Pointe Golf Club,1 Eagle Pointe Dr,Bluffton,SC,29909-4626,Public,18 Holes,(888) 325-1833,-80.896873,32.294986,Penny Branch Golf Coourse,37.96704427,50826.28976,12.55943033,NA
Rose Hill Golf Club,4 Clubhouse Dr,Bluffton,SC,29910-5731,Public,18 Holes,(843) 757-9030,-80.884568,32.280239,Penny Branch Golf Coourse,37.96704427,52826.57704,13.05371132,NA
Crescent Pointe Golf Club,1 Crescent Point Dr,Bluffton,SC,29910-6130,Public,18 Holes,(888) 292-7778,-80.847623,32.266269,Penny Branch Golf Coourse,37.96704427,55978.2466,13.83250463,NA
Hilton Head National Golf Club,60 Hilton Head National Dr,Bluffton,SC,29910-6551,Public,45 Holes,(843) 842-5900,-80.824942,32.236848,Penny Branch Golf Coourse,37.96704427,59883.58283,14.79753273,NA
The Executive Golf Club,41 Executive Golf Club Dr,Bluffton,SC,29910-6501,Public,9 Holes,(843) 686-6400,-80.821061,32.23883,Penny Branch Golf Coourse,37.96704427,59898.51429,14.80122237,NA
Old South Golf Links,50 Buckingham Plantation Dr,Bluffton,SC,29910-6542,Public,18 Holes,(800) 257-8997,-80.818884,32.225894,Penny Branch Golf Coourse,37.96704427,61215.97219,15.12677281,NA
Old Carolina Golf Club,89 Old Carolina Rd,Bluffton,SC,29910-8918,Public,9 Holes,(888) 785-7274,-80.880677,32.271309,Penny Branch Golf Coourse,37.96704427,53867.4949,13.31092733,NA
Columbia Country Club,135 Columbia Club Dr W,Blythewood,SC,29016-9459,Private,27 Holes,(803) 754-8100,-80.934351,34.176997,Whitmire Golf Course,80.83668045,71289.6249,17.61602276,NA
The Windermere Club,1101 Longtown Rd East,Blythewood,SC,29016,Semi Private,18 Holes,(803) 786-7888,-80.919573,34.171108,Whitmire Golf Course,80.83668045,72791.42994,17.98712629,NA
The University Club At Cobblestone Park,400 Blythewood Rd,Blythewood,SC,29016-9517,Public,36 Holes,(803) 714-2620,-80.988485,34.213861,Whitmire Golf Course,80.83668045,64911.38284,16.03992726,NA
The Golf Club of South Carolina At Crickentree,1084 Langford Rd,Blythewood,SC,29016-9138,Public,18 Holes,(803) 754-8600,-80.890825,34.204839,Whitmire Golf Course,80.83668045,73248.01336,18.09995034,NA
Camden Country Club,111 Knights Hill Rd,Camden,SC,29020-2144,Private,18 Holes,(803) 432-3322,-80.618698,34.272822,Whitmire Golf Course,80.83668045,93673.77094,23.14725717,NA
White Pines Golf Course,614 Mary Ln,Camden,SC,29020-9557,Public,18 Holes,(803) 432-7442,-80.533721,34.273589,Whitmire Golf Course,80.83668045,101159.5584,24.99703268,NA
Links O'Tryon,11250 New Cut Rd,Campobello,SC,11250,Public,18 Holes,(864) 468-4961,-82.212884,35.111817,Whitmire Golf Course,80.83668045,86850.27681,21.46113765,NA
Timberlake Plantation Golf Course,284 Club Dr,Chapin,SC,29036-8454,Public,18 Holes,(803) 345-9909,-81.369762,34.078373,Whitmire Golf Course,80.83668045,52162.86101,12.88970377,NA
Lake Murray Golf Center,2032 Old Hilton Rd,Chapin,SC,29036-8925,Public,9 Holes,(803) 345-0199,-81.306507,34.14089,Whitmire Golf Course,80.83668045,48920.57338,12.08851828,NA
Charleston Municipal Golf Course,2110 Maybank Hwy,Charleston,SC,29412-2361,Municipal,18 Holes,(843) 795-6517,-79.994492,32.758215,Penny Branch Golf Coourse,37.96704427,110322.1028,27.26114322,NA
Yeamans Hall Club,900 Yeamans Hall Rd,Charleston,SC,29406-2443,Private,18 Holes,(843) 747-8855,-80.033439,32.92698,Penny Branch Golf Coourse,37.96704427,109518.2714,27.06251247,NA
Country Club of Charleston,1 Country Club Dr,Charleston,SC,29412-2221,Private,18 Holes,(843) 795-2312,-79.964124,32.765974,Penny Branch Golf Coourse,37.96704427,113212.0894,27.97527334,NA
Wrenwoods Golf Club,100 Cusabee Tr Bld 601,Charleston,SC,29404,Semi Private,18 Holes,(843) 963-1833,-80.062785,32.89793,Penny Branch Golf Coourse,37.96704427,106126.9579,26.22450192,NA
Daniel Island Club,600 Island Park Dr,Charleston,SC,29492-7586,Semi Private,36 Holes,(843) 971-3555,-79.904796,32.879249,Penny Branch Golf Coourse,37.96704427,120217.8747,29.70643792,NA
Shadowmoss Plantation Golf Club,20 Dunvegan Dr,Charleston,SC,29414-6938,Public,18 Holes,(843) 556-8251,-80.075061,32.843313,Penny Branch Golf Coourse,37.96704427,103875.4115,25.66813356,NA
Cheraw State Park Golf Course,100 State Park Rd,Cheraw,SC,29520-8612,Municipal,18 Holes,(800) 868-9630,-79.895556,34.709291,Whitmire Golf Course,80.83668045,157447.3574,38.90602924,NA
Cheraw Country Club,2431 Cash Rd,Cheraw,SC,29520-5730,Public,18 Holes,(843) 537-3412,-79.892937,34.651457,Whitmire Golf Course,80.83668045,156959.4575,38.78546675,NA
Chesnee Country Club,166 Country Club Trl,Chesnee,SC,29323-1302,Private,9 Holes,(864) 461-9687,-81.851078,35.158953,Whitmire Golf Course,80.83668045,75364.56067,18.62295976,NA
Chester Golf Club,770 Old Richburg Rd,Chester,SC,29706-5764,Public,18 Holes,(803) 581-5733,-81.081534,34.72184,Whitmire Golf Course,80.83668045,52913.44978,13.07517801,NA
Green River Country Club,714 Country Club Rd,Chesterfield,SC,29709-8108,Public,18 Holes,(843) 623-2233,-80.073479,34.748391,Whitmire Golf Course,80.83668045,142064.9639,35.10496291,NA
The Walker Golf Course At Clemson University,110 Madren Center Drive,Clemson,SC,29634-0001,Public,18 Holes,(864) 656-0236,-82.842314,34.666393,Whitmire Golf Course,80.83668045,114332.672,28.25217492,NA
Musgrove Mill Golf Club,772 Musgrove Mill Rd,Clinton,SC,29325,Private,18 Holes,(864) 833-6921,-81.842445,34.591574,Whitmire Golf Course,80.83668045,23369.81229,5.774797466,NA
Clio Country Club,2155 Country Club Rd,Clio,SC,29525-3323,Public,9 Holes,(843) 586-9361,-79.576634,34.589672,Whitmire Golf Course,80.83668045,185400.2126,45.81331953,NA
River Hills Country Club,1 Country Club Dr,Clover,SC,29710-9295,Private,18 Holes,(803) 831-2249,-81.05467,35.105547,Whitmire Golf Course,80.83668045,82769.17171,20.45267618,NA
LinRick Golf Course,356 Camp Ground Rd,Columbia,SC,29203-9665,Municipal,18 Holes,(803) 754-6331,-81.085622,34.152011,Whitmire Golf Course,80.83668045,61599.35103,15.22150764,NA
Forest Lake Club,340 Country Club Dr,Columbia,SC,29206-3202,Private,18 Holes,(803) 738-0500,-80.961884,34.025975,Whitmire Golf Course,80.83668045,79423.34343,19.62590528,NA
Spring Valley Country Club,300 Spring Valley Rd,Columbia,SC,29223-5918,Private,18 Holes,(803) 788-3084,-80.914602,34.105992,Whitmire Golf Course,80.83668045,77169.84443,19.06905441,NA
The Wildewood Country Club,90 Mallet Hill Rd,Columbia,SC,29223-3216,Private,18 Holes,(803) 788-8000,-80.874799,34.096922,Whitmire Golf Course,80.83668045,80745.36966,19.95258457,NA
The Woodlands Country Club,100 Norse Way,Columbia,SC,29229-3306,Semi Private,18 Holes,(803) 788-7771,-80.867486,34.108939,Whitmire Golf Course,80.83668045,80549.95616,19.90429692,NA
Riverside Golf Center,1600 Garner Ln,Columbia,SC,29210-7100,Public,9 Holes,(803) 750-1015,-81.08386,34.043157,Whitmire Golf Course,80.83668045,70142.3011,17.33251331,NA
Oak Hills Golf Club,7629 Fairfield Rd,Columbia,SC,29203-9596,Public,18 Holes,(800) 263-5218,-81.025778,34.107935,Whitmire Golf Course,80.83668045,68970.41898,17.04293538,NA
Northwoods Golf Club,201 Powell Rd,Columbia,SC,29203-9379,Public,18 Holes,(803) 786-9242,-80.970963,34.099852,Whitmire Golf Course,80.83668045,73439.57563,18.14728634,NA
Golf Center,109 Tat Rd,Columbia,SC,29223-8001,Public,9 Holes,(803) 736-9193,-80.915858,34.131513,Whitmire Golf Course,80.83668045,75453.69931,18.64498637,NA
Club At Rawls Creek,2121 Lake Murray Blvd,Columbia,SC,29212-0952,Public,27 Holes,(803) 781-0114,-81.210699,34.074388,Whitmire Golf Course,80.83668045,60042.44089,14.83678736,NA
Conway Country Club,400 Country Club Dr,Conway,SC,29526-3908,Public,18 Holes,(843) 365-3621,-79.044404,33.865732,Penny Branch Golf Coourse,37.96704427,236947.5246,58.55091808,NA
The Witch Golf Links,1900 Highway 544,Conway,SC,29526-9201,Public,18 Holes,(843) 448-1300,-79.020076,33.765342,Penny Branch Golf Coourse,37.96704427,233020.1369,57.58044092,NA
Quail Creek Golf Club,107 Citadel Dr,Conway,SC,29526-8871,Public,18 Holes,(866) 407-2177,-79.010402,33.789047,Penny Branch Golf Coourse,37.96704427,235127.2497,58.10111903,NA
Shaftesbury Glen Golf and Fish Club,681 Caines Landing Rd,Conway,SC,29526-7050,Public,18 Holes,(866) 587-1457,-78.902828,33.894739,Penny Branch Golf Coourse,37.96704427,249717.0402,61.70632921,NA
Kountryside Golf Course,688 Till Rd,Cope,SC,29038-9076,Public,18 Holes,(803) 536-5888,-81.059935,33.428552,Penny Branch Golf Coourse,37.96704427,82544.92964,20.39726484,NA
Darlington Country Club,125 Country Club Rd,Darlington,SC,29532-4201,Semi Private,18 Holes,(843) 393-2196,-79.848612,34.306633,Whitmire Golf Course,80.83668045,162115.2385,40.059486,NA
Beaver Creek Golf Club,1133 E McIver Rd,Darlington,SC,29532-8103,Public,18 Holes,(843) 393-5441,-79.802156,34.262103,Whitmire Golf Course,80.83668045,167121.632,41.29659088,NA
Daufuskie Island Club & Resort,421 Squire Pope Rd,Daufuskie Island,SC,29926-1253,Private,36 Holes,(843) 785-5029,-80.746151,32.234646,Penny Branch Golf Coourse,37.96704427,64403.50583,15.91442831,NA
Crestwood Country Club,6505 Carolina Hwy,Denmark,SC,29042-2367,Public,9 Holes,(803) 793-0108,-81.14495,33.303426,Penny Branch Golf Coourse,37.96704427,67997.28265,16.80246853,NA
River Falls Plantation,100 Player Blvd,Duncan,SC,29334-9464,Public,18 Holes,(864) 433-9192,-82.076724,34.885811,Whitmire Golf Course,80.83668045,59977.253,14.8206791,NA
Smithfields Country Club,100 Pine Ridge Dr,Easley,SC,29642-3217,Private,18 Holes,(864) 859-9545,-82.556301,34.806306,Whitmire Golf Course,80.83668045,92836.62091,22.94039321,NA
Rolling Green Golf Course,386 Hester Store Rd,Easley,SC,29640-7063,Public,54 Holes,(864) 859-7716,-82.583631,34.919815,Whitmire Golf Course,80.83668045,100218.0041,24.76436989,NA
Southern Oaks Golf Club,105 Southern Oaks Dr,Easley,SC,29642-7743,Public,18 Holes,(864) 859-6698,-82.538792,34.740326,Whitmire Golf Course,80.83668045,88975.37363,21.9862597,NA
Pine Ridge Country Club,425 Pine Ridge Rd,Edgefield,SC,29824-4306,Public,18 Holes,(803) 637-3570,-81.872904,33.81592,Whitmire Golf Course,80.83668045,80538.47636,19.9014602,NA
The Plantation Course At Edisto,19 Fairway Dr,Edisto Island,SC,29438-3646,Public,18 Holes,(843) 869-1111,-80.33496,32.486474,Penny Branch Golf Coourse,37.96704427,81559.56708,20.15377682,NA
The Members Club At Woodcreek,301 Club Ridge Rd,Elgin,SC,29045-8643,Semi Private,18 Holes,(803) 699-2411,-80.82102,34.124573,Whitmire Golf Course,80.83668045,83229.52889,20.56643274,NA
Fairdale Country Club,3312 Barton Rd,Fairfax,SC,29827-6751,Public,9 Holes,(803) 584-7117,-81.289898,32.933736,Penny Branch Golf Coourse,37.96704427,28924.33053,7.147346694,NA
Florence Country Club,450 Country Club Blvd,Florence,SC,29501-5506,Private,18 Holes,(843) 669-3554,-79.801345,34.184165,Whitmire Golf Course,80.83668045,168909.0483,41.73827038,NA
Country Club of South Carolina,3525 McDonald Blvd,Florence,SC,29506-8330,Private,18 Holes,(843) 669-1838,-79.676522,34.247643,Whitmire Golf Course,80.83668045,178772.6455,44.17561457,NA
The Traces Golf Club,4322 Southborough Rd,Florence,SC,29501-8885,Public,54 Holes,(843) 662-7775,-79.890965,34.194616,Whitmire Golf Course,80.83668045,160615.1163,39.68879831,NA
Oakdale Country Club,3700 W Lake Dr,Florence,SC,29501-8564,Public,18 Holes,(843) 662-0368,-79.871302,34.173471,Whitmire Golf Course,80.83668045,162919.0406,40.25810954,NA
The Crossing Golf Club,3540 Shadow Creek Dr,Florence,SC,29505-7016,Public,18 Holes,(843) 665-8040,-79.697011,34.150492,Whitmire Golf Course,80.83668045,179107.5795,44.25837844,NA
Fort Jackson Golf Club,Chesnut Road,Fort Jackson,SC,29207,Semi Private,36 Holes,(803) 787-4344,-80.896263,34.013966,Whitmire Golf Course,80.83668045,84828.80852,20.96162273,NA
Fort Mill Golf Club,101 Country Club Dr,Fort Mill,SC,29715-2248,Public,18 Holes,(803) 547-2044,-80.938514,34.999779,Whitmire Golf Course,80.83668045,81338.5363,20.09915901,NA
Regent Park Golf Club,5055 Regent Pkwy,Fort Mill,SC,29715-8396,Public,18 Holes,(803) 547-1300,-80.918127,35.075745,Whitmire Golf Course,80.83668045,88481.21593,21.86415086,NA
Springfield Golf Course,639 Hambly House Lane,Fort Mill,SC,29715,Public,18 Holes,(866) 304-4653,-80.912197,35.038859,Whitmire Golf Course,80.83668045,86033.90617,21.25940838,NA
Carolina Springs Golf Club,1680 Scuffletown Rd,Fountain Inn,SC,29644-9464,Public,54 Holes,(864) 862-3551,-82.187148,34.735235,Whitmire Golf Course,80.83668045,58683.49759,14.50098567,NA
Penny Branch Club,400 Penny Branch Trail,Furman,SC,29921,Public,18 Holes,(877) 623-6423,-81.166466,32.684714,Penny Branch Golf Coourse,37.96704427,718.1431016,0.177456751,NA
Sumter National Golf Club,7305 Myrtle Beach Hwy,Gable,SC,29051-9506,Public,18 Holes,(803) 495-3550,-80.105134,33.906262,Whitmire Golf Course,80.83668045,152817.9246,37.76207327,NA
Cherokee National Golf & Country Club,442 Cherokee National Hwy,Gaffney,SC,29341-4406,Private,18 Holes,(864) 489-9417,-81.705096,35.125619,Whitmire Golf Course,80.83668045,68805.62343,17.00221358,NA
Gaffney Country Club,267 Huggin Rd,Gaffney,SC,29340-4082,Private,9 Holes,(864) 489-4607,-81.632938,35.032558,Whitmire Golf Course,80.83668045,57885.65078,14.30383374,NA
Tupelo Bay Golf Complex,1800 Business 17 South,Garden City,SC,29576,Public,27 Holes,(800) 657-2680,-79.030713,33.571887,Penny Branch Golf Coourse,37.96704427,222071.1118,54.87488209,NA
Hidden Valley Country Club,147 Excaliber Ct,Gaston,SC,29053-9744,Public,18 Holes,(803) 794-8087,-81.130447,33.834404,Whitmire Golf Course,80.83668045,86437.47365,21.35913193,NA
DeBordieu Colony Country Club,908 Bonnyneck Dr,Georgetown,SC,29440-7316,Private,18 Holes,(843) 527-6000,-79.164448,33.376485,Penny Branch Golf Coourse,37.96704427,201993.4866,49.91360051,NA
Wedgefield Plantation Golf Club,129 Clubhouse Ln,Georgetown,SC,29440-4886,Public,18 Holes,(843) 546-8587,-79.252374,33.426771,Penny Branch Golf Coourse,37.96704427,196640.1684,48.59076882,NA
Crowfield Golf & Country Club,300 Hamlet Cir,Goose Creek,SC,29445-7113,Municipal,18 Holes,(843) 764-4618,-80.080035,33.003512,Penny Branch Golf Coourse,37.96704427,107689.4856,26.61061035,NA
Oaks Golf & Country Club,130 The Oaks Ave,Goose Creek,SC,29445-3219,Public,18 Holes,(843) 553-4141,-80.035529,32.984154,Penny Branch Golf Coourse,37.96704427,110992.892,27.42689858,NA
Redbank Plantation Golf Course,2316 Red Bank Rd,Goose Creek,SC,86135,Public,18 Holes,(843) 764-7802,-79.936111,32.958263,Penny Branch Golf Coourse,37.96704427,119168.8278,29.4472132,NA
Mountainview Par 3 Golf,1275 Turpine Rd,Gramling,SC,29348,Public,18 Holes,(864) 472-0652,-82.128972,35.07119,Whitmire Golf Course,80.83668045,78535.93059,19.40662113,NA
Village Greens Country Club,13921 Asheville Hwy,Gramling,SC,13921,Public,18 Holes,(864) 472-2411,-82.133239,35.08015,Whitmire Golf Course,80.83668045,79561.31848,19.6599996,NA
Sage Valley Golf Club,2240 Sage Valley Drive,Graniteville,SC,29829,Semi Private,18 Holes,(803) 663-0900,-81.836663,33.599719,Whitmire Golf Course,80.83668045,102948.592,25.43911183,NA
Midland Valley Country Club,151 Midland Dr,Graniteville,SC,29829-4026,Public,18 Holes,(800) 486-0240,-81.827135,33.552662,Whitmire Golf Course,80.83668045,107903.689,26.66354107,NA
Republic Golf Club,536 Evans Vaughn Dr,Great Falls,SC,29055-1406,Public,9 Holes,(803) 482-3300,-80.911753,34.566822,Whitmire Golf Course,80.83668045,63246.41848,15.62850624,NA
Swamp Fox Golf Club,193 Golf Rd,Greeleyville,SC,29056-9114,Public,18 Holes,(843) 382-3436,-79.971497,33.601486,Penny Branch Golf Coourse,37.96704427,150740.0156,37.24861155,NA
Green Valley Country Club,225 Green Valley Rd,Greenville,SC,29617-7016,Private,18 Holes,(864) 246-3941,-82.465482,34.946434,Whitmire Golf Course,80.83668045,92263.06159,22.79866383,NA
Greenville Country Club,239 Byrd Blvd,Greenville,SC,29605-1109,Private,36 Holes,(864) 233-6227,-82.380449,34.817167,Whitmire Golf Course,80.83668045,78541.18829,19.40792033,NA
Carolina Golf & Tennis Club,1409 Edwards Rd,Greenville,SC,29615-1643,Private,9 Holes,(864) 244-6702,-82.330675,34.886928,Whitmire Golf Course,80.83668045,78332.42154,19.35633302,NA
Furman University Golf Club,3300 Poinsett Hwy,Greenville,SC,29613-0002,Public,18 Holes,(864) 294-9090,-82.433321,34.925076,Whitmire Golf Course,80.83668045,88522.54197,21.87436273,NA
Summersett Golf Club,301 Old Rockhouse Rd,Greenville,SC,29609-6519,Public,18 Holes,(864) 834-4781,-82.414104,34.935405,Whitmire Golf Course,80.83668045,87644.40543,21.6573708,NA
Donaldson Center Golf Club,1074 Perimeter Rd,Greenville,SC,29605-5459,Public,9 Holes,(864) 277-8414,-82.363086,34.766148,Whitmire Golf Course,80.83668045,74781.04364,18.47876979,NA
Bonnie Brae Golf Club,1116 Ashmore Bridge Rd,Greenville,SC,29605-5957,Public,18 Holes,(864) 277-4178,-82.352564,34.747524,Whitmire Golf Course,80.83668045,73121.06944,18.06858186,NA
Crosswinds Golf Course,61 Villa Rd,Greenville,SC,29615-3021,Public,18 Holes,(864) 233-6336,-82.348951,34.858863,Whitmire Golf Course,80.83668045,78152.99522,19.31199588,NA
