course_name,city,state,street_address,zip_code,final_acreage,acreage_source,longitude,latitude
Regent Park Golf Club,Fort Mill,SC,5055 Regent Pkwy,29715-8396,,No Match Found,-80.918127,35.075745
Springfield Golf Course,Fort Mill,SC,639 Hambly House Lane,29715,368.009259,OSM (Medium Reliability),-80.912197,35.038859
Carolina Springs Golf Club,Fountain Inn,SC,1680 Scuffletown Rd,29644-9464,229.5968232,OSM (Medium Reliability),-82.187148,34.735235
Penny Branch Club,Furman,SC,400 Penny Branch Trail,29921,,No Match Found,-81.166466,32.684714
Sumter National Golf Club,Gable,SC,7305 Myrtle Beach Hwy,29051-9506,,No Match Found,-80.105134,33.906262
Cherokee National Golf & Country Club,Gaffney,SC,442 Cherokee National Hwy,29341-4406,197.9463156,OSM (Medium Reliability),-81.705096,35.125619
Gaffney Country Club,Gaffney,SC,267 Huggin Rd,29340-4082,53.84760834,OSM (Medium Reliability),-81.632938,35.032558
Tupelo Bay Golf Complex,Garden City,SC,1800 Business 17 South,29576,,No Match Found,-79.030713,33.571887
Hidden Valley Country Club,Gaston,SC,147 Excaliber Ct,29053-9744,319.4900862,OSM (Medium Reliability),-81.130447,33.834404
DeBordieu Colony Country Club,Georgetown,SC,908 Bonnyneck Dr,29440-7316,308.0382122,OSM (Medium Reliability),-79.164448,33.376485
Wedgefield Plantation Golf Club,Georgetown,SC,129 Clubhouse Ln,29440-4886,213.4823229,OSM (Medium Reliability),-79.252374,33.426771
Crowfield Golf & Country Club,Goose Creek,SC,300 Hamlet Cir,29445-7113,283.8608015,OSM (Medium Reliability),-80.080035,33.003512
Oaks Golf & Country Club,Goose Creek,SC,130 The Oaks Ave,29445-3219,,No Match Found,-80.035529,32.984154
Redbank Plantation Golf Course,Goose Creek,SC,2316 Red Bank Rd,86135,115.5829946,OSM (Medium Reliability),-79.936111,32.958263
Mountainview Par 3 Golf,Gramling,SC,1275 Turpine Rd,29348,,No Match Found,-82.128972,35.07119
Village Greens Country Club,Gramling,SC,13921 Asheville Hwy,13921,,No Match Found,-82.133239,35.08015
Sage Valley Golf Club,Graniteville,SC,2240 Sage Valley Drive,29829,1381.99548,OSM (Medium Reliability),-81.836663,33.599719
Midland Valley Country Club,Graniteville,SC,151 Midland Dr,29829-4026,213.5098372,OSM (Medium Reliability),-81.827135,33.552662
Republic Golf Club,Great Falls,SC,536 Evans Vaughn Dr,29055-1406,,No Match Found,-80.911753,34.566822
Swamp Fox Golf Club,Greeleyville,SC,193 Golf Rd,29056-9114,,No Match Found,-79.971497,33.601486
Green Valley Country Club,Greenville,SC,225 Green Valley Rd,29617-7016,,No Match Found,-82.465482,34.946434
Greenville Country Club,Greenville,SC,239 Byrd Blvd,29605-1109,185.7431437,OSM (Medium Reliability),-82.380449,34.817167
Carolina Golf & Tennis Club,Greenville,SC,1409 Edwards Rd,29615-1643,27.16705428,OSM (Medium Reliability),-82.330675,34.886928
Furman University Golf Club,Greenville,SC,3300 Poinsett Hwy,29613-0002,,No Match Found,-82.433321,34.925076
Summersett Golf Club,Greenville,SC,301 Old Rockhouse Rd,29609-6519,,No Match Found,-82.414104,34.935405
Donaldson Center Golf Club,Greenville,SC,1074 Perimeter Rd,29605-5459,,No Match Found,-82.363086,34.766148
Bonnie Brae Golf Club,Greenville,SC,1116 Ashmore Bridge Rd,29605-5957,,No Match Found,-82.352564,34.747524
Crosswinds Golf Course,Greenville,SC,61 Villa Rd,29615-3021,,No Match Found,-82.348951,34.858863
Verdae Greens Golf Club,Greenville,SC,650 Verdae Blvd,29607-4022,0.548429093,OSM (Medium Reliability),-82.326288,34.826237
Greenwood Country Club,Greenwood,SC,607 Cambridge Ave W,29649-1968,224.5801529,OSM (Medium Reliability),-82.175187,34.19593
Hunters Creek Golf & Country Club,Greenwood,SC,702 Hunters Creek Blvd,29649-8447,,No Match Found,-82.233997,34.202701
Par 3 West,Greenwood,SC,122 Salak Rd,29646-9450,,No Match Found,-82.218705,34.147592
Parkland Golf Club,Greenwood,SC,295 Deadfall Rd E,29649-9542,,No Match Found,-82.173199,34.248943
Cedar Springs Golf Course,Greenwood,SC,124 Ridge Rd,29649-9699,,No Match Found,-82.16073,34.286212
Stoney Point Golf Club,Greenwood,SC,709 Swing About,29649-8633,362.2425798,OSM (Medium Reliability),-82.097681,34.29107
Thornblade Club,Greer,SC,1275 Thornblade Blvd,29650-4515,,No Match Found,-82.263976,34.86778
Greer Golf & Country Club,Greer,SC,2999 E Gap Creek Rd,29651-5404,,No Match Found,-82.229504,34.982425
Willow Creek Golf & Country Club,Greer,SC,205 Sandy Run Dr,29651-7410,,No Match Found,-82.142395,34.809548
Twin Lakes Country Club,Hamer,SC,141 W Country Club Rd,29547-7116,,No Match Found,-79.346355,34.469341
Tradition National Golf Club,Hardeeville,SC,2005 Wiregrass Way,29927-4153,,No Match Found,-81.013734,32.326292
Pintail Creek Golf Course,Hardeeville,SC,261 Pin Tail Creek Dr,29927-7609,,No Match Found,-81.076834,32.218602
Hartsville Country Club,Hartsville,SC,116 Golf Course Rd,29550-3038,175.8334304,OSM (Medium Reliability),-80.079917,34.389009
Sandy Point Country Club,Hartsville,SC,3688 Middendorf Rd,29550-0233,,No Match Found,-80.13533,34.451963
Hideaway Golf,Hemingway,SC,10811 Old Pee Dee Rd,10811,,No Match Found,-79.309219,33.713408
Moss Creek Golf Club,Hilton Head Island,SC,100 Devils Elbow Ln,29926-1165,30.11403657,OSM (Medium Reliability),-80.814438,32.251561
Sea Pines Country Club,Hilton Head Island,SC,30 Governors Rd,29928-3034,27.97000498,OSM (Medium Reliability),-80.776374,32.153473
Haig Point Club,Hilton Head Island,SC,10 Haig Point Ct,29928-3200,61.20187437,OSM (Medium Reliability),-80.769118,32.172846
Long Cove Club,Hilton Head Island,SC,44 Long Cove Dr,29928-3305,77.1138553,OSM (Medium Reliability),-80.750868,32.166076
Bear Creek Golf Club,Hilton Head Island,SC,237 Whooping Crane Way,29926-2522,72.03057546,OSM (Medium Reliability),-80.725255,32.230311
Dolphin Head Golf Course,Hilton Head Island,SC,56 High Bluff Rd,29926-1815,38.60883298,OSM (Medium Reliability),-80.714909,32.257857
Spanish Wells Club,Hilton Head Island,SC,1 Brams Point Rd,29926-2050,117.9385804,OSM (Medium Reliability),-80.781538,32.192153
The Golf Club at Indigo Run,Hilton Head Island,SC,101 Berwick Dr,29926-2290,78.52404175,OSM (Medium Reliability),-80.744907,32.20057
Harbour Town Golf Links,Hilton Head Island,SC,11 Lighthouse Ln,29928-7271,18.26308829,OSM (Medium Reliability),-80.810307,32.136064
Shipyard Golf Club,Hilton Head Island,SC,45 Shipyard Dr,29928-4942,,No Match Found,-80.746311,32.156359
Country Club of Hilton Head,Hilton Head Island,SC,70 Skull Creek Dr,29926-1305,50.26389207,OSM (Medium Reliability),-80.743157,32.245556
Palmetto Dunes Resort,Hilton Head Island,SC,7 Trent Jones Ln,29928-7655,27.39753251,OSM (Medium Reliability),-80.719109,32.170377
Oyster Reef Golf Course,Hilton Head Island,SC,155 High Bluff Rd,29926-1847,38.44010508,OSM (Medium Reliability),-80.714052,32.244221
Palmetto Hall,Hilton Head Island,SC,108 Fort Howell Dr,29926-2771,226.5807735,OSM (Medium Reliability),-80.708454,32.230743
Port Royal Golf Resort,Hilton Head Island,SC,10 Clubhouse Dr,29928-3804,54.20636973,OSM (Medium Reliability),-80.684981,32.211436
Sea Pines Resort,Hilton Head Island,SC,100 N Sea Pines Dr,29928-5803,60.33860686,OSM (Medium Reliability),-80.790199,32.126977
The Golden Bear Club At Indigo Run,Hilton Head Island,SC,100 Indigo Run Dr,29926-2222,,No Match Found,-80.72056,32.206208
Wexford Golf Club,Hilton Head,SC,111 Wexford Club Dr,29938,61.20187437,OSM (Medium Reliability),-80.762519,32.17428
Cokesbury Hills Golf Course,Hodges,SC,3818 Cokesbury Rd,29653-9185,27.60874523,OSM (Medium Reliability),-82.200905,34.282145
Holly Hill Country Club,Holly Hills,SC,Highway #176,29059,,No Match Found,-80.422139,33.3348
The Links at Stono Ferry,Hollywood,SC,4812 Stono Links Dr,29449-5973,184.8292528,OSM (Medium Reliability),-80.1597,32.756895
Sedgewood Country Club,Hopkins,SC,9560 Garners Ferry Rd,29061-9566,160.2521198,OSM (Medium Reliability),-80.849414,33.951023
Carolina Lakes Golf Club,Indian Land,SC,23012 Kingfisher Dr,23012,135.4156072,OSM (Medium Reliability),-80.844041,34.931344
Twin Oaks Par 3 Golf and Driving Range,Inman,SC,260 Cochran Rd,29349-9578,31.13999212,OSM (Medium Reliability),-82.174381,35.017965
Woodfin Ridge Golf Club,Inman,SC,215 S Woodfin Ridge Dr,29349-5914,152.2140595,OSM (Medium Reliability),-82.016429,35.098797
Wild Dunes Resort,Isle of Palms,SC,5757 Palm Blvd,29451-2734,148.7667634,OSM (Medium Reliability),-79.739835,32.803314
Jim & Lilie Golf Club,Jackson,SC,755 Foreman Street Extension,29831,,No Match Found,-81.791342,33.338189
Bermuda Run Golf Club,Jefferson,SC,1928 McBee Hwy,29718-9471,,No Match Found,-80.422231,34.584517
Cassique Golf Club,Johns Island,SC,100 Old Cedar Ln,29455-5658,361.3975064,OSM (Medium Reliability),-80.150666,32.597374
The Seabrook Island Club,Johns Island,SC,3772 Seabrook Island Rd,29455-6024,,No Match Found,-80.176993,32.560146
Kiawah Island Club,Johns Island,SC,10 River Crse,29455-5203,180.8862225,OSM (Medium Reliability),-80.099162,32.611859
The Golf Club At Briar's Creek,Johns Island,SC,4000 Briars Creek Ln,29455-7315,,No Match Found,-80.083807,32.641352
The Wellman Club,Johnsonville,SC,436 Club House Dr,29555-6522,,No Match Found,-79.440955,33.808953
Kershaw Country Club & Golf Course,Kershaw,SC,301 Country Club Dr,29067,,No Match Found,-80.550916,34.54846
Kiawah Island Resort,Kiawah Island,SC,1 Sanctuary Beach Dr,29455-5434,64.37305823,OSM (Medium Reliability),-80.092755,32.604214
Lake City Country Club,Lake City,SC,140 S Country Club Road,29560,100.6991805,OSM (Medium Reliability),-79.786669,33.869536
Governor's Run,Lamar,SC,665 Club Dr,29069-8869,,No Match Found,-80.035554,34.177833
Lancaster Golf Club,Lancaster,SC,1821 Spring Club Rd,29720-3818,156.3387758,OSM (Medium Reliability),-80.784426,34.684834
Edgewater Golf Club,Lancaster,SC,2380 Catawba Ridge Blvd,29720-8234,,No Match Found,-80.868512,34.637965
The Cliffs At Glassy Golf and Country Club,Landrum,SC,200 Fire Pink Way,29356-3312,,No Match Found,-82.333723,35.148412
Lakeside Country Club,Laurens,SC,U.S. Highway 76,29360,,No Match Found,-82.058639,34.501174
Cooper's Creek Golf Club,Leesville,SC,700 Wagner Hwy # 113,29070-7021,,No Match Found,-81.359209,33.728531
Country Club of Lexington,Lexington,SC,1066 Barr Rd,29072-8647,184.3376917,OSM (Medium Reliability),-81.290213,33.940851
Golden Hills Golf & Country Club,Lexington,SC,100 Scotland Dr,29072-8052,90.77829975,OSM (Medium Reliability),-81.21551,33.998873
The Caddy Shak,Lexington,SC,381 Pilgrim Rd,29072,,No Match Found,-81.237092,34.012785
River Hills Golf & Country Club,Little River,SC,3670 Cedar Creek Run,29566,,No Match Found,-78.639101,33.88035
Harbour View Golf Complex,Little River,SC,901 Highway 17,29566-9207,38.00266419,OSM (Medium Reliability),-78.632917,33.868478
Cypress Bay Golf Club,Little River,SC,4100 McLamb Ave,29566-8329,,No Match Found,-78.624807,33.873837
Eagle Nest Golf Club,Little River,SC,3960 Golf Ave,29566,162.5324816,OSM (Medium Reliability),-78.649469,33.870128
Glen Dornoch Golf Links,Little River,SC,4840 Glen Dornoch Way,29566,198.0989841,OSM (Medium Reliability),-78.60198,33.876714
Heather Glen Golf Links,Little River,SC,4650 Heather Glen Way,29566,,No Match Found,-78.605384,33.888475
The Valley At Eastport,Little River,SC,4355 Eastport Blvd,29566-8160,115.0875989,OSM (Medium Reliability),-78.630889,33.86433
Black Bear Golf Club,Longs,SC,Highway 9 West,29568,140.7608559,OSM (Medium Reliability),-78.760469,34.004876
Crown Park Golf Club,Longs,SC,2225 Highway 9 W,29568-8776,237.1595298,OSM (Medium Reliability),-78.749368,33.991583
Long Bay Club,Longs,SC,200 Long Bay Golf Pl,29568,,No Match Found,-78.740847,33.956245
Aberdeen Country Club,Longs,SC,701 Bucks Trl,29568-8941,,No Match Found,-78.719825,33.925382
Palmetto Greens Golf and Country Club,Longs,SC,301 Charter Dr,29568-8884,,No Match Found,-78.685582,33.893934
Northern Pines,Loris,SC,901 Airport Rd,29569-5229,57.6485276,OSM (Medium Reliability),-78.849364,34.089377
Woodland Valley Country Club,Loris,SC,615 Log Cabin Rd,29569-5574,279.5881478,OSM (Medium Reliability),-78.835531,34.050288
Green Hill Golf Club,Lugoff,SC,1608 Ridgeway Road,29078,,No Match Found,-80.742061,34.238313
Fox Creek Golf Club,Lydia,SC,2433 Tomahawk Rd,29079,,No Match Found,-80.109349,34.29005
Players Course At Wyboo Plantation,Manning,SC,1560 Players Course Dr,29102-6600,279.8292768,OSM (Medium Reliability),-80.22744,33.587429
Wyboo Golf Club,Manning,SC,1 Warrens Way,29102-6760,,No Match Found,-80.203008,33.681235
Shannon Greens Golf Club,Manning,SC,1435 Davenport Dr,29102-5934,,No Match Found,-80.225103,33.645025
Dusty Hills Country Club,Marion,SC,225 Country Club Rd,29571-6375,90.4161125,OSM (Medium Reliability),-79.374037,34.178122
Hejaz Shrine Recreation Club,Mauldin,SC,200 Ranch Road,29662,,No Match Found,-82.324441,34.749774
Hickory Knob State Park Golf Course,McCormick,SC,1591 Resort Dr,29835-4431,,No Match Found,-82.431921,33.887823
Monticello Golf Club At Savannah Lakes,McCormick,SC,1148 Barksdale Ferry Road,29835-5627,97.1964962,OSM (Medium Reliability),-82.361533,33.915195
Tara Golf Club At Savannah Lakes,McCormick,SC,300 Country Club Dr,29835-3224,11.78302945,OSM (Medium Reliability),-82.393263,33.885542
Mc Cormick Country Club,McCormick,SC,713 Rockdale Ferry Rd,29835,,No Match Found,-82.349617,33.919907
Cypress Point Par 3,Moncks Corner,SC,239 Cypress Gardens Rd,29461-7857,,No Match Found,-80.074641,33.089237
Berkeley Country Club,Moncks Corner,SC,772 Exeter Plantation Road,29461,140.281795,OSM (Medium Reliability),-80.014445,33.1546
Snee Farm Country Club,Mount Pleasant,SC,1200 Club Dr,29464-9509,65.70469518,OSM (Medium Reliability),-79.823291,32.841411
Patriots Point Links on Charleston Harbor,Mount Pleasant,SC,1 Patriots Point Rd,29464-4378,167.2196798,OSM (Medium Reliability),-79.904974,32.786509
RiverTowne Country Club,Mount Pleasant,SC,1700 Rivertowne Country Club Dr,29466-8725,135.4566436,OSM (Medium Reliability),-79.824689,32.879989
Dunes West Golf Club,Mount Pleasant,SC,3535 Wando Plantation Way,29466-8052,151.8742608,OSM (Medium Reliability),-79.799835,32.916898
Charleston National Country Club,Mount Pleasant,SC,3375 Highway 17 N,29466-8324,,No Match Found,-79.771994,32.874408
Wachesaw Plantation Club,Murrells Inlet,SC,1932 Governors Landing Rd,29576-6835,286.74025,OSM (Medium Reliability),-79.082553,33.560157
Blackmoor Golf Club,Murrells Inlet,SC,6100 Longwood Dr,29576-8946,293.2795443,OSM (Medium Reliability),-79.072302,33.603204
TPC of Myrtle Beach,Murrells Inlet,SC,1199 Tpc Blvd,29576-8915,196.2412467,OSM (Medium Reliability),-79.064437,33.585497
Wachesaw Plantation East Golf Course,Murrells Inlet,SC,911 Riverwood Dr,29576-6826,334.0945241,OSM (Medium Reliability),-79.046079,33.560792
International Club of Myrtle Beach,Murrells Inlet,SC,1560 Tournament Blvd,29576-7508,,No Match Found,-79.042598,33.585954
Indian Wells Golf Club,Murrells Inlet,SC,100 Wood Lake Dr,29576-8800,,No Match Found,-79.016716,33.595362
Indigo Creek Golf Club,Murrells Inlet,SC,9480 Indigo Club Dr,29576-8637,245.952501,OSM (Medium Reliability),-79.025004,33.600963
Whispering Pines,Myrtle Beach,SC,2112 S Kings Hwy,29577-4822,,No Match Found,-78.909936,33.671796
The Dunes Golf & Beach Club,Myrtle Beach,SC,9000 N Ocean Blvd,29572-4424,238.7813074,OSM (Medium Reliability),-78.796783,33.756321
The Members Club,Myrtle Beach,SC,1580 Terra Verde Dr,29579-5252,295.8472711,OSM (Medium Reliability),-78.800037,33.782159
Heron Point Golf Club,Myrtle Beach,SC,6980 Blue Heron Blvd,29588-6466,,No Match Found,-79.056911,33.651433
Island Green Golf Club,Myrtle Beach,SC,600 Sunnehanna Dr,29588-5332,,No Match Found,-79.05623,33.64342
Burning Ridge Golf Course,Myrtle Beach,SC,500 Burning Ridge Rd,29577,74.61128066,OSM (Medium Reliability),-79.003602,33.775648
The Legends Golf Complex,Myrtle Beach,SC,1500 Legends Rd,29579-6808,739.3694408,OSM (Medium Reliability),-79.003047,33.743308
Wicked Stick Golf Links,Myrtle Beach,SC,1051 Coventry Rd,29575-5382,,No Match Found,-78.985921,33.643256
Wild Wing Plantation,Myrtle Beach,SC,Highway 501 North,29578,58.53045702,OSM (Medium Reliability),-78.981261,33.786703
The Wizard,Myrtle Beach,SC,4601 W Leeshire Blvd,29579-1230,377.9339197,OSM (Medium Reliability),-78.960112,33.77336
Man O'War,Myrtle Beach,SC,5601 E Leeshire Blvd,29579-1231,377.9339197,OSM (Medium Reliability),-78.9587081,33.7711799
Arrowhead Country Club,Myrtle Beach,SC,1201 Burcale Rd,29579-8353,,No Match Found,-78.952397,33.712117
Midway Par 3,Myrtle Beach,SC,3101 S Kings Hwy,29577-4880,32.69898022,OSM (Medium Reliability),-78.921704,33.662732
World Tour Golf Links,Myrtle Beach,SC,2000 World Tour Blvd,29579-6230,224.2086746,OSM (Medium Reliability),-78.909182,33.7354
River Oaks Golf Plantation,Myrtle Beach,SC,831 River Oaks Dr,29579-7227,275.1666726,OSM (Medium Reliability),-78.899297,33.735576
Myrtlewood Golf Club,Myrtle Beach,SC,1500 48th Avenue Ext N,29577-8701,257.7615181,OSM (Medium Reliability),-78.871425,33.737711
Pine Lakes Int'l Country Club,Myrtle Beach,SC,5603 Woodside Ave,29577-2262,169.4197475,OSM (Medium Reliability),-78.842612,33.731582
Cane Patch Par 3 Golf Course & Driving Range,Myrtle Beach,SC,7201 N Kings Hwy,29572-3028,60.44992772,OSM (Medium Reliability),-78.822503,33.743915
Grande Dunes Golf Club,Myrtle Beach,SC,8700 Golf Village Ln,29579-5100,373.2416304,OSM (Medium Reliability),-78.818765,33.767378
Arcadian Shores Golf Club,Myrtle Beach,SC,701 Hilton Rd,29572-6610,179.5444197,OSM (Medium Reliability),-78.775242,33.779135
Myrtle Beach National Golf Course,Myrtle Beach,SC,4900 National Dr,29579-7212,69.42265462,OSM (Medium Reliability),-78.966143,33.789141
Prestwick Country Club,Myrtle Beach,SC,1001 Links Rd,29575-5808,324.8168714,OSM (Medium Reliability),-78.961483,33.643076
Waterway Hills Golf Club,Myrtle Beach,SC,9731 Highway 17 N,29578,,No Match Found,-78.788911,33.781559
New Ellenton Golf Course,New Ellenton,SC,301 Fairway Dr,29809-3602,,No Match Found,-81.696629,33.423392
Newberry Country Club,Newberry,SC,414 Country Club Rd,29108-1436,126.0347792,OSM (Medium Reliability),-81.65019,34.303133
Pineland Country Club,Nichols,SC,5050 Country Club Ct,29581-6017,,No Match Found,-79.180721,34.242974
The Golf Club At Star Fort,Ninety Six,SC,2816 Golf Course Rd,29666-9120,144.5492304,OSM (Medium Reliability),-82.052475,34.160667
The Patriot Golf Club At Grand Harbor,Ninety Six,SC,101 Grand Harbor Blvd,29666-8785,96.94398126,OSM (Medium Reliability),-81.968826,34.206918
North Augusta Country Club,North Augusta,SC,2001 Gregory Lake Rd,29860-9642,,No Match Found,-81.979187,33.559946
Mount Vintage Plantation & Golf Club,North Augusta,SC,375 Mount Vintage Plantation Dr,29860-8365,,No Match Found,-81.974093,33.673087
The River Golf Club,North Augusta,SC,307 Riverside Blvd,29841-4199,196.4619801,OSM (Medium Reliability),-81.971266,33.487182
Coosaw Creek Country Club,North Charleston,SC,4110 Club Course Dr,29420-7520,301.1943937,OSM (Medium Reliability),-80.109794,32.938336
Surf Golf & Beach Club,North Myrtle Beach,SC,1701 Springland Ln,29582-2662,,No Match Found,-78.654104,33.82856
Barefoot Resort and Golf Club,North Myrtle Beach,SC,4980 Barefoot Resort Bridge Rd,29582-9361,40.80691736,OSM (Medium Reliability),-78.763954,33.800697
Azalea Sands Golf Club,North Myrtle Beach,SC,2100 Highway 17 S,29582-4252,299.5234466,OSM (Medium Reliability),-78.709778,33.809929
Possum Trot Golf Course,North Myrtle Beach,SC,1170 Possum Trot Rd,29582-3647,299.5234466,OSM (Medium Reliability),-78.700013,33.819781
Beachwood Golf Club,North Myrtle Beach,SC,1520 Highway 17 S,29582-3906,299.5234466,OSM (Medium Reliability),-78.699703,33.814275
Tidewater Country Club,North Myrtle Beach,SC,1400 Tidewater Dr,29582-8603,,No Match Found,-78.625816,33.853588
Barefoot Resort Dye,North Myrtle Beach,SC,2600 Pete Dye Drive,29582,15.20345852,OSM (Medium Reliability),-78.749314,33.810285
Oldfield Golf Club,Okatie,SC,9 Oldfield,29909-4024,,No Match Found,-80.923407,32.346216
Chechessee Creek Club,Okatie,SC,18 Cheechessee Creek Dr,29909-3836,323.8411658,OSM (Medium Reliability),-80.855719,32.351226
Hillcrest Golf Club,Orangeburg,SC,1280 State A & M Road,29115,157.1758602,OSM (Medium Reliability),-80.850447,33.525723
Orangeburg Country Club,Orangeburg,SC,2745 Griffith Dr,29118-4083,183.2676296,OSM (Medium Reliability),-80.903237,33.511199
White Plains Country Club,Pageland,SC,4816 White Plains Church Rd,29728-5423,,No Match Found,-80.418529,34.71062
The Legends At Parris Island,Parris Island,SC,Building 299,29905,,No Match Found,-80.678931,32.349765
The Reserve Golf Club,Pawleys Island,SC,18 Reserve Drive,29585,282.8147082,OSM (Medium Reliability),-79.117533,33.496251
Heritage Club,Pawleys Island,SC,478 Heritage Dr,29585-6843,345.5243583,OSM (Medium Reliability),-79.160683,33.445726
Caledonia Golf & Fish Club,Pawleys Island,SC,369 Caledonia Drive,29585,146.7026933,OSM (Medium Reliability),-79.155963,33.452345
True Blue Plantation,Pawleys Island,SC,900 Blue Stem Dr,29585-7842,245.7706563,OSM (Medium Reliability),-79.147992,33.441271
River Club,Pawleys Island,SC,11 Pine Dr,29585,183.5147966,OSM (Medium Reliability),-79.127233,33.470431
Willbrook Plantation,Pawleys Island,SC,426 Tidewater Cir,29585-4347,282.8147082,OSM (Medium Reliability),-79.12703,33.49369
Pawleys Plantation,Pawleys Island,SC,Ocean Ave,29585,,No Match Found,-79.126831,33.423359
The Tradition Club,Pawleys Island,SC,1027 Willbrook Blvd,29585-7616,252.4277577,OSM (Medium Reliability),-79.11454,33.487599
Litchfield Country Club,Pawleys Island,SC,21 Parkview Dr,29585,238.5085601,OSM (Medium Reliability),-79.1141,33.47626
The Founders Club At Pawleys Island,Pawleys Island,SC,7829 Ocean Hwy,29585-8483,295.5735188,OSM (Medium Reliability),-79.170227,33.422157
Boscobel Golf Club,Pendleton,SC,Highway 76,29670,200.9395244,OSM (Medium Reliability),-82.768264,34.61087
Woodhaven Golf Club,Pendleton,SC,215 Woodhaven Dr,29670-9728,,No Match Found,-82.757612,34.647336
The Rock At Jocassee,Pickens,SC,171 Sliding Rock Rd,29671-8349,0.320627616,OSM (Medium Reliability),-82.761856,34.997582
Pickens Country Club,Pickens,SC,1018 Country Club Rd,29671-9070,127.9517763,OSM (Medium Reliability),-82.682706,34.847778
Lakeview Golf Course,Piedmont,SC,315 Golf Course Rd,29673-8531,123.3808854,OSM (Medium Reliability),-82.429404,34.729412
Mid Carolina Country Club,Prosperity,SC,3593 Kiblers Bridge Rd,29127-8656,216.7188928,OSM (Medium Reliability),-81.460869,34.237967
South Edisto Golf Course,Ridge Spring,SC,500 Bogeyville Rd,29129-9605,,No Match Found,-81.677323,33.730395
Sergeant Jasper Country Club,Ridgeland,SC,Highway 174,29936,,No Match Found,-80.968477,32.476514
Winthrop University Golf Course,Rock Hill,SC,Winthrop University,29733-0001,,No Match Found,-81.026679,34.924025
Rock Hill Country Club,Rock Hill,SC,600 Country Club Dr,29730-6014,,No Match Found,-81.044932,34.884054
Pinetuck Golf Club,Rock Hill,SC,2578 Tuckaway Road,29730,,No Match Found,-81.000344,34.833886
Waterford Golf Club,Rock Hill,SC,1900 Clubhouse Dr,29730-7466,234.6056736,OSM (Medium Reliability),-80.945738,34.949467
St. George Country Club,Saint George,SC,218 Clubhouse Cir,29477-7510,,No Match Found,-80.553425,33.167172
Dataw Island Club,Saint Helena Island,SC,100 Dawtaw Club Rd,29920-3025,,No Match Found,-80.580388,32.432817
Ocean Point Golf Links,Saint Helena Island,SC,250 Ocean Point Dr,29920-7232,,No Match Found,-80.454556,32.323816
Ocean Creek Golf Course,Saint Helena Island,SC,90B Ocean Creek Blvd,29920-7026,,No Match Found,-80.493941,32.312858
Calhoun Country Club,Saint Matthews,SC,200 Country Club Rd,29135-8578,,No Match Found,-80.75035,33.62001
St. Stephens Golf Course,Saint Stephen,SC,957 Bogey Ln,29479-3563,,No Match Found,-79.914515,33.380152
Keowee Key Golf & Country Club,Salem,SC,1 Country Club Dr,29676-4006,,No Match Found,-82.925029,34.832077
The Cliffs At Keowee Falls,Salem,SC,770 S Cherry Laurel Way,29676-3259,,No Match Found,-82.9529,34.881415
Persimmon Hill Golf Club,Saluda,SC,126 Golf Club Rd,29138-7799,,No Match Found,-81.803873,33.93009
Santee Cooper Country Club,Santee,SC,630 Santee Dr,29142-9306,125.6974119,OSM (Medium Reliability),-80.455927,33.498869
Lake Marion Golf Club,Santee,SC,Santee Cooper Resort,29142,,No Match Found,-80.476904,33.486835
Santee National Golf Course,Santee,SC,8636 Old 6 Highway,29142,148.4854317,OSM (Medium Reliability),-80.490085,33.491363
Cross Creek Plantation,Seneca,SC,130 Club Dr,29678-1605,,No Match Found,-82.97519,34.653579
Oconee Country Club,Seneca,SC,781 Richland Rd,29672-4564,,No Match Found,-83.006928,34.684044
Carolina Lakes Golf Course,Shaw A F B,SC,400 Stuart St,29152-5022,195.3531818,OSM (Medium Reliability),-80.478792,33.97566
Brays Island Plantation,Sheldon,SC,1 Bryans Ferry Pl,29941,,No Match Found,-80.812749,32.577483
Fox Run Country Club,Simpsonville,SC,215 Club Dr,29681-4145,,No Match Found,-82.207609,34.739497
Holly Tree Country Club,Simpsonville,SC,500 Golf Club Dr,29681-5300,,No Match Found,-82.254673,34.783469
The Cliffs At Keowee Springs,Six Mile,SC,141 Spring Cove Way,29682-3526,331.6715421,OSM (Medium Reliability),-82.873629,34.85664
The Carolina Country Club,Spartanburg,SC,2355 Carolina Country Club Rd,29306-6315,313.1140162,OSM (Medium Reliability),-81.914371,34.882748
Country Club of Spartanburg,Spartanburg,SC,2500 Country Club Rd,29302-4331,185.8481173,OSM (Medium Reliability),-81.870866,34.937227
The Creek Golf Club,Spartanburg,SC,640 Keltner Ave,29302-3144,273.2653229,OSM (Medium Reliability),-81.864282,34.913287
Oak Ridge Country Club,Spartanburg,SC,5451 S Pine St,29302-5249,164.6923054,OSM (Medium Reliability),-81.808545,34.913324
Old Tabby Links on Spring Island,Spring Island,SC,42 Mobley Oaks Ln,29909-4012,,No Match Found,-80.838783,32.342435
Foxboro Golf Club,Summerton,SC,8377 Wash Davis Rd,29148-7729,,No Match Found,-80.329721,33.553178
Golf Club At Wescott Plantation,Summerville,SC,5000 Wescott Club Dr,29485-8573,507.3119407,OSM (Medium Reliability),-80.13885,32.945442
Legend Oaks Plantation Golf Club,Summerville,SC,118 Legend Oak Way,29485-6202,41.27639949,OSM (Medium Reliability),-80.232418,32.946509
