course_name,city,state,street_address,zip_code,holes,course_type,final_acreage,acreage_source,longitude,latitude
Clifty Creek Golf Course,Hope,IN,12000 E 225 N,12000,9,Public,57.846209016708286,Tigris (High Reliability),-85.792463,39.236086
Cedar Lake Golf Course,Howe,IN,3355 E 700 N,46746-9590,18,Public,138.51019121050592,OSM (Medium Reliability),-85.362316,41.743494
Huntingburg Country Club,Huntingburg,IN,739 W 3rd St,47542-9791,9,Public,67.48547647301622,OSM (Medium Reliability),-86.971736,38.297165
Clear Creek Golf Course Inc,Huntington,IN,10930 N 300 W,10930,18,Public,,No Match Found,-85.510579,40.988878
Frazanda Golf Course,Huntington,IN,945 W Division Rd,46750-9244,18,Public,76.86235960935433,OSM (Medium Reliability),-85.468892,40.829399
La Fontaine Golf Club,Huntington,IN,6129 N Goshen Rd,46750-7732,18,Public,,No Match Found,-85.532481,40.919246
Norwood Golf Club,Huntington,IN,5961 W Maple Grove Rd,46750-8915,18,Public,142.6278957719981,OSM (Medium Reliability),-85.570877,40.889233
A.J. Thatcher Golf Course,Indianapolis,IN,4501 W Vermont St,46222-3256,9,Municipal,47.324764853460195,OSM (Medium Reliability),-86.236781,39.771616
Coffin Golf Club,Indianapolis,IN,2401 Cold Spring Rd,46222-2376,18,Municipal,154.07989660270496,OSM (Medium Reliability),-86.202972,39.800834
Douglass Golf Course,Indianapolis,IN,2801 Dr Andrew J Brown Ave,46205-4020,9,Municipal,46.09170490424124,OSM (Medium Reliability),-86.135406,39.807209
Eagle Creek Golf Course,Indianapolis,IN,8802 W 56th St,46234-2811,36,Municipal,490.2909450101856,OSM (Medium Reliability),-86.318845,39.852176
Pleasant Run Golf Course,Indianapolis,IN,601 N Arlington Ave,46219-6001,18,Municipal,93.1230204851354,OSM (Medium Reliability),-86.063995,39.776368
Riverside Golf Academy,Indianapolis,IN,3702 N White River Pkwy West Dr,46222-1987,9,Municipal,57.41891559430068,OSM (Medium Reliability),-86.191226,39.821792
Riverside Golf Club,Indianapolis,IN,3502 N White River Pkwy West Dr,46222-1985,18,Municipal,154.07989660270496,OSM (Medium Reliability),-86.201271,39.809492
Sarah Shank Golf Course,Indianapolis,IN,2901 S Keystone Ave,46203-5533,18,Municipal,109.61689730588016,OSM (Medium Reliability),-86.120634,39.724922
Smock Golf Course,Indianapolis,IN,3910 E County Line Rd,46237-9317,18,Municipal,152.0660790549913,OSM (Medium Reliability),-86.099853,39.636048
South Grove Golf Course,Indianapolis,IN,1800 W 18th St,46202-1057,18,Municipal,126.97063162937722,OSM (Medium Reliability),-86.193543,39.791239
The Fort Golf Course,Indianapolis,IN,6002 N Post Rd,46216-1043,18,Municipal,245.39295269027775,OSM (Medium Reliability),-86.010581,39.861704
Whispering Hills Golf Course,Indianapolis,IN,10751 Brookville Rd,10751,9,Municipal,65.34260402838801,OSM (Medium Reliability),-85.977765,39.739167
Winding River Golf Course,Indianapolis,IN,8015 Mann Rd,46221-8604,18,Municipal,166.49186320982415,OSM (Medium Reliability),-86.246714,39.647852
Brendonwood Golf Course,Indianapolis,IN,5925 Braewick Rd,46226-1007,9,Private,,No Match Found,-86.064393,39.862523
Country Club of Indianapolis,Indianapolis,IN,2801 Country Club Rd,46234-1708,18,Private,163.46088142797416,Tigris (High Reliability),-86.307769,39.805618
Highland Golf & Country Club,Indianapolis,IN,1050 W 52nd St,46228-2465,18,Private,146.1380781506778,OSM (Medium Reliability),-86.182395,39.846709
Hillcrest Country Club,Indianapolis,IN,6098 Fall Creek Rd,46220-5031,18,Private,,No Match Found,-86.062659,39.866801
Maple Creek Country Club,Indianapolis,IN,10501 E 21st St,10501,18,Private,114.65970340179092,OSM (Medium Reliability),-85.982131999999993,39.796895
Woodstock Club,Indianapolis,IN,1301 W 38th St,46208-4102,9,Private,52.209371783974944,OSM (Medium Reliability),-86.18509,39.824392
Broadmoor Country Club,Indianapolis,IN,2155 Kessler Boulevard West Dr,46228-1705,18,Semi Private,160.41500694929042,OSM (Medium Reliability),-86.199761,39.853613
Indian Lake Country Club,Indianapolis,IN,10502 E 75th St,10502,9,Semi Private,,No Match Found,-85.981746,39.891061
Meridian Hills Country Club Inc,Indianapolis,IN,7099 Spring Mill Rd,46260-4200,18,Semi Private,144.01106281497897,OSM (Medium Reliability),-86.164905,39.882922
Old Oakland Golf Club,Indianapolis,IN,11611 E 75th St,11611,36,Semi Private,,No Match Found,-85.960303,39.891056
Brickyard Crossing Golf Course,Indianapolis,IN,4400 W 16th St,46222-2512,18,Public,138.43675394147974,OSM (Medium Reliability),-86.228979,39.787701
Buffer Park Golf Course,Indianapolis,IN,3825 Foltz St,46221-2617,9,Public,74.19306439231757,OSM (Medium Reliability),-86.229455,39.707032
Dakota Landing Golf Club,Indianapolis,IN,6636 S Franklin Rd,46259-9602,9,Public,56.78480413133176,OSM (Medium Reliability),-86.018734,39.67226
Morning Star Golf Course,Indianapolis,IN,271 S Mitthoeffer Rd,46229-3018,18,Public,104.68152416805071,OSM (Medium Reliability),-85.990023,39.767988
Saddlebrook Golf Course,Indianapolis,IN,5516 Arabian Run,46228-2087,18,Public,76.87097498267747,OSM (Medium Reliability),-86.224541,39.852384
Shortee's Golf,Indianapolis,IN,1775 E 96th St,46240-1372,18,Public,,No Match Found,-86.135406,39.92691
Southern Dunes Golf Course,Indianapolis,IN,8220 S Tibbs Ave,46217-9362,27,Public,195.12786844265855,OSM (Medium Reliability),-86.211255,39.645105
Sunrise Golf,Indianapolis,IN,9876 Westfield Blvd,46280-1775,9,Public,,No Match Found,-86.127044,39.933191
Winding Ridge Golf Club,Indianapolis,IN,5450 Bogey Dr,46235-9797,18,Public,30.960852606874788,OSM (Medium Reliability),-85.960887,39.853657
Tomahawk Hills Golf Course,Jamestown,IN,10291 N State Road 75,10291,9,Public,,No Match Found,-86.633445,39.913003
Alvin C. Ruxer Park Golf Course,Jasper,IN,400 S Clay St,47546-3158,9,Municipal,,No Match Found,-86.932637,38.390028
Jasper Municipal Golf Course,Jasper,IN,17th & Jackson,47546,18,Municipal,161.9883151773382,OSM (Medium Reliability),-86.929809,38.40237
Jasper Country Club,Jasper,IN,Highway 231 North,47546,9,Private,,No Match Found,-86.93792,38.43147
Sultan's Run Golf Club,Jasper,IN,1490 N Meridian Rd,47546-9766,18,Public,260.85726179399995,OSM (Medium Reliability),-86.905015,38.396506
Jeffersonville Elks Golf Club,Jeffersonville,IN,1820 Charlestown Pike,47130-7508,18,Semi Private,120.97199820804305,OSM (Medium Reliability),-85.733224,38.315477
Twilight Golf Course,Jeffersonville,IN,5316 E Highway 62,47130-8732,9,Public,16.945330292147315,OSM (Medium Reliability),-85.702905,38.354058
Elks Country Club,Kendallville,IN,120 Weston Ave,46755-1674,9,Public,54.23445272759013,OSM (Medium Reliability),-85.276109,41.442293
Noble Hawk Golf Links,Kendallville,IN,3005 Noble Hawk Dr,46755-3464,18,Public,,No Match Found,-85.246787,41.403671
Cobblestone Golf Course,Kendalville,IN,2702 Cobblestone Lane,46755-9392,18,Public,206.56304294187973,OSM (Medium Reliability),-85.318368,41.438922
Royal Hylands Golf Club,Knightstown,IN,7629 S Greensboro Pike,46148-9613,18,Public,145.07597106782885,OSM (Medium Reliability),-85.51766,39.822162
Bass Lake Golf Course,Knox,IN,5235 E 500 S,46534-7889,18,Public,,No Match Found,-86.597003,41.230145
Kokomo Country Club,Kokomo,IN,1801 Country Club Rd,46902-2091,18,Semi Private,99.60254625352444,OSM (Medium Reliability),-86.141541,40.464228
American Legion Golf Course,Kokomo,IN,2604 S Lafountain St,46902-3745,18,Public,107.52810984975268,OSM (Medium Reliability),-86.126863,40.458976
Chippendale Golf Course,Kokomo,IN,1047 Golf Course Ln,46902-9715,27,Public,304.68029045852467,OSM (Medium Reliability),-86.147898,40.409238
Green Acres Golf Club,Kokomo,IN,1300 Greenacres Dr,46901-9546,18,Public,,No Match Found,-86.295595,40.470454
Rice's Golf Center,Kokomo,IN,323 US Highway 31 S,46902-5102,18,Public,,No Match Found,-86.124149,40.44433
Wildcat Creek Golf Course,Kokomo,IN,3200 Timber Valley Dr,46902-5068,18,Public,109.56288453661324,OSM (Medium Reliability),-86.158853,40.425189
Heron Creek Golf Club,La Grange,IN,County Road 50,46761,18,Public,,No Match Found,-85.200815,41.649226
Briar Leaf Golf Club,La Porte,IN,3233 N State Road 39,46350-8605,18,Public,127.75527214831004,OSM (Medium Reliability),-86.738353,41.652843
Legacy Hills Golf Club,La Porte,IN,286 W Johnson Rd,46350-2060,18,Public,64.53784396547596,OSM (Medium Reliability),-86.755714,41.64128
Chariot Run Golf Club,Laconia,IN,8191 Chariot Run Dr SE,47135-9464,18,Public,220.9331679736443,OSM (Medium Reliability),-86.007969,38.078033
Lafayette Golf Course,Lafayette,IN,800 Golfview Rd,47904-1071,18,Municipal,,No Match Found,-86.885874,40.441952
Lafayette Country Club,Lafayette,IN,1500 S 9th St,47905-1860,9,Semi Private,72.88322599913377,OSM (Medium Reliability),-86.886251,40.402525
Lu Gene Links,Lake Village,IN,8687 N 300 W,46349-9413,9,Public,73.92566367938483,OSM (Medium Reliability),-87.449053,41.126379
Brockway Golf Course,Lapel,IN,9925 W State Road 32,46051-9616,9,Public,,No Match Found,-85.861492,40.069629
Beechwood Golf Course,Laporte,IN,2222 Woodlawn Dr,46350-6107,18,Municipal,177.20148656174064,OSM (Medium Reliability),-86.705938,41.595706
Hidden Valley Golf Club,Lawrenceburg,IN,19775 Alpine Dr,19775,18,Semi Private,2.0125265496323506,OSM (Medium Reliability),-84.843733,39.155415
Sugar Ridge Golf Club,Lawrenceburg,IN,21010 State Line Rd,21010,18,Public,184.04625453216588,OSM (Medium Reliability),-84.832724,39.176735
Ulen Country Club,Lebanon,IN,100 Country Club Dr,46052-1295,18,Private,102.2925356614288,OSM (Medium Reliability),-86.464947,40.060975
Cool Lake Golf Course,Lebanon,IN,520 E 750 N,46052-8219,18,Public,,No Match Found,-86.461896,40.148216
Fair Way Golf Course,Lebanon,IN,750 East 375 N Elm Swamp Road,46052,18,Public,,No Match Found,-86.454244,40.093821
Golf Club of Indiana,Lebanon,IN,6905 S 525 E,46052-9666,18,Public,173.56347242176514,OSM (Medium Reliability),-86.369381,39.942887
The Trophy Club,Lebanon,IN,3875 N State Road 52,46052-8859,18,Public,,No Match Found,-86.527726,40.096002
Tippecanoe Lake Country Club,Leesburg,IN,7245 N Kalorama Rd,46538-9173,18,Private,89.29952765838433,OSM (Medium Reliability),-85.766655,41.341461
Indian Hills Golf Club,Leesburg,IN,4295 E Forest Glen Ave,46538-9540,9,Public,,No Match Found,-85.761066,41.323681
Cedar Creek Golf Club,Leo,IN,10000 Garman Rd,10000,18,Public,,No Match Found,-85.019422,41.255544
Horseshoe Bend Golf Course,Lewisville,IN,643 E 1200 N,47352-9695,18,Public,,No Match Found,-85.405169,39.78729
Dye Golf At Sagamore Resort,Liberty,IN,7376 S Fairfield Ramp Rd,47353-9611,18,Public,,No Match Found,-84.986383,39.525387
Liberty Country Club,Liberty,IN,1391 N US Highway 27,47353-8767,18,Public,142.08813148724852,OSM (Medium Reliability),-84.927321,39.65298
Phil Harris Golf Course,Linton,IN,Highway #54 East,47441,18,Municipal,,No Match Found,-87.172239,39.043925
Boltenwood Golf Course Range & Academy,Linton,IN,Highway 59 North,47441,18,Public,,No Match Found,-87.166514,39.02208
Dykeman Park Golf Course,Logansport,IN,101 Eberts Rd,46947-1078,18,Municipal,,No Match Found,-86.381918,40.767992
Logans Run Family Golf Center,Logansport,IN,14 Golfview Dr,46947-4104,18,Public,,No Match Found,-86.308507,40.754848
Logansport Golf Club,Logansport,IN,20 Cedar Is,46947-8928,18,Public,,No Match Found,-86.363607,40.757249
Long Beach Country Club,Long Beach,IN,2309 Larchmont Ave,46360-1645,18,Semi Private,94.49644227403957,OSM (Medium Reliability),-86.851515,41.744479
Lakeview Golf Course,Loogootee,IN,Highway 231,47553,9,Municipal,,No Match Found,-86.917799,38.81911
Eagle View Golf Club,Loogootee,IN,21750 Golf Club Ln,21750,18,Public,,No Match Found,-86.88685,38.814116
River Chase Golf Course,Madison,IN,1253 W Main St,47250-3015,9,Municipal,45.161757168562445,OSM (Medium Reliability),-85.402782,38.740342
Sunrise Golf Course,Madison,IN,2136 Michigan Rd,47250-2400,18,Municipal,143.15606457487092,OSM (Medium Reliability),-85.387151,38.767388
The Cozy Acres Golf Complex,Madison,IN,4040 E State Road 62,47250-7673,9,Public,,No Match Found,-85.312583,38.862535
Marion Elks Country Club,Marion,IN,1100 E Bond Ave,46952-8639,18,Private,128.96651362961325,OSM (Medium Reliability),-85.643678,40.580717
Meshingomesia Country Club,Marion,IN,2225 N Lagro Rd,46952-1256,18,Semi Private,,No Match Found,-85.660353,40.587303
Arbor Trace Golf Club,Marion,IN,2500 E 550 N,46952-9117,18,Public,160.76895038215105,OSM (Medium Reliability),-85.629002,40.632872
Shady Hills Golf Course,Marion,IN,1520 W Chapel Pike,46952-1836,18,Public,114.60271756607332,OSM (Medium Reliability),-85.678733,40.581926
Walnut Creek & Club Run Golf Course,Marion,IN,7453 E 400 S,46953-9531,36,Public,140.31666195829465,OSM (Medium Reliability),-85.531531,40.495172
Foxcliff Golf Club,Martinsville,IN,1970 E Maple Turn Rd,46151-8073,18,Semi Private,160.00831664750126,OSM (Medium Reliability),-86.398258,39.477049
Martinsville Golf Club,Martinsville,IN,1510 Sr 37 N,46151-8348,18,Public,146.7432817226595,OSM (Medium Reliability),-86.385788,39.45016
Turkey Creek Golf Course,Merrillville,IN,6400 Harrison St,46410-3238,18,Municipal,152.93413390277658,OSM (Medium Reliability),-87.345718,41.502962
Innsbrook Country Club,Merrillville,IN,6701 Taft St,46410-3732,18,Private,188.2557878746512,OSM (Medium Reliability),-87.364864,41.497137
Michigan City Golf Course,Michigan City,IN,4000 E Michigan Blvd,46360-3149,36,Municipal,122.83234833157836,OSM (Medium Reliability),-86.843819,41.702432
Pottawattomie Country Club,Michigan City,IN,1900 Springland Ave,46360-2645,18,Private,133.8130341812679,OSM (Medium Reliability),-86.861731,41.716836
Sims Oak Hills Golf Club,Middlebury,IN,11522 State Road 120,11522,18,Municipal,218.31555632090107,Tigris (High Reliability),-85.688892,41.725583
Spring Meadow Farm Golf Club,Middlebury,IN,57600 State Road 13,57600,18,Public,173.7128906836472,Tigris (High Reliability),-85.705546,41.658314
Tri County Golf Club,Middletown,IN,8170 N County Road 400 W,47356-9365,18,Public,135.88107778436657,Tigris (High Reliability),-85.461241,40.049872
Valley View Golf Course,Middletown,IN,6950 W County Road 850 N,47356-9486,18,Public,151.61993644499867,Tigris (High Reliability),-85.516839,40.055343
Hoosier Links Golf Club,Milan,IN,488 N Country Club Dr,47031-8311,18,Public,,No Match Found,-85.151695,39.130425
Big Boulder Golf Course,Milford,IN,610 N Higbee St,46542-9752,9,Public,,No Match Found,-85.850146,41.417535
Timber Ridge Golf Club,Millersburg,IN,12507 County Road 44,12507,18,Public,143.80433147379097,Tigris (High Reliability),-85.702736,41.510699
Eberhart Park Golf Course,Mishawaka,IN,801 N State St,46544-2446,18,Municipal,,No Match Found,-86.158977,41.668519
Cedar Valley Golf Course Inc,Mitchell,IN,1674 Moto Cross Rd,47446-6810,18,Public,,No Match Found,-86.515703,38.773562
Persimmon Ridge Golf Course,Mitchell,IN,Yockey Rd RR 3,47446,18,Public,,No Match Found,-86.458625,38.789582
Country Oaks Golf Club,Montgomery,IN,5064 E US Highway 50,47558-5517,18,Public,167.83627367980938,OSM (Medium Reliability),-87.071519,38.655402
Hollow Acres Golf Center,Monticello,IN,8291 N Us Hwy 421,47960,9,Public,28.72295902587985,OSM (Medium Reliability),-86.735249,40.668423
Pine View Golf Club,Monticello,IN,5310 Norway Rd,47960-1309,27,Public,121.9144002463941,OSM (Medium Reliability),-86.769567,40.781507
Tippecanoe Country Club,Monticello,IN,3267 NW Shaffer Dr,47960,18,Public,,No Match Found,-86.744809,40.71968
Bluewater Golf Club,Montpelier,IN,5810 E Cummins Rd,47359-9634,18,Public,,No Match Found,-85.262992,40.560224
Eagle Pines Golf Club,Mooresville,IN,9373 N Country Club Rd,46158-7184,18,Public,,No Match Found,-86.370299,39.564231
Country Mark Co Op Inc,Mount Vernon,IN,1200 Refinery Rd,47620-9265,9,Private,,No Match Found,-87.908395,37.941681
Western Hills Country Club,Mount Vernon,IN,1711 Country Club Rd,47620-9335,9,Private,,No Match Found,-87.919872,37.928948
Delaware Country Club,Muncie,IN,510 S Country Club Rd,47302-9207,18,Private,138.42234176751626,OSM (Medium Reliability),-85.329585,40.189849
Muncie Elks Country Club,Muncie,IN,909 N County Road 500 W,47304-9705,18,Private,160.76571396088428,OSM (Medium Reliability),-85.480879,40.200546
Crestview Golf Club,Muncie,IN,3325 S Walnut St,47302-5675,27,Public,114.117148953511,OSM (Medium Reliability),-85.386205,40.163066
Maplewood Golf Course,Muncie,IN,4261 E County Road 700 S,47302-8732,18,Public,,No Match Found,-85.336455,40.090993
Centennial Park Golf Course,Munster,IN,1005 S Centennial Dr,46321,9,Municipal,83.47119014030501,OSM (Medium Reliability),-87.50671,41.533928
McCormick Creek Municipal Golf Course,Nappanee,IN,1300 N Oakland Ave,46550,18,Municipal,170.80358639615852,Tigris (High Reliability),-85.982239,41.4459
Salt Creek Golf Retreat,Nashville,IN,2359 State Road 46 E,47448-9249,18,Public,125.45451404057503,OSM (Medium Reliability),-86.203393,39.19483
New Albany Country Club,New Albany,IN,1702 Graybrook Ln,47150-4129,9,Semi Private,64.77745201891061,Tigris (High Reliability),-85.822672,38.301629
Cherry Valley Golf Course,New Albany,IN,600 Cherry St,47150-5329,9,Public,24.359521180158037,OSM (Medium Reliability),-85.836352,38.290684
Birch Tree Golf Course,New Carlisle,IN,755 Michigan Street,46552,9,Public,,No Match Found,-86.501035,41.708642
Memorial Park Golf Course,New Castle,IN,State Road 3 North,47362,18,Municipal,,No Match Found,-85.385203,39.91179
Westwood Country Club,New Castle,IN,1742 W Country Club Dr,47362-8903,18,Public,118.46869519702751,OSM (Medium Reliability),-85.41867,39.920876
Whispering Creek Golf Club,New Haven,IN,216 N Rufus St,46774-1164,18,Public,111.4291166331784,OSM (Medium Reliability),-85.017621,41.080723
The Links Golf Club,New Palestine,IN,11425 N Pr Links Ln,11425,18,Public,,No Match Found,-85.901864,39.73185
Parmore Golf Course & DR,New Paris,IN,68279 State Road #15,68279,9,Public,34.44279530457869,Tigris (High Reliability),-85.833849,41.503767
New Salisbury Golf Course,New Salisbury,IN,1320 Old State Road 64 NE,47161-7728,9,Public,61.737032324416845,OSM (Medium Reliability),-86.09854,38.311337
Rolling Hills Country Club,Newburgh,IN,1666 Old Plank Rd,47630-9566,18,Private,137.22485006369686,OSM (Medium Reliability),-87.375614,38.008807
Victoria National Golf Club,Newburgh,IN,2000 Victoria National Blvd,47630-8488,18,Private,,No Match Found,-87.353841,38.002044
Forest Park Golf Course,Noblesville,IN,701 Cicero Rd,46060-1441,9,Municipal,,No Match Found,-86.016785,40.057445
Fox Prairie Golf Course,Noblesville,IN,East 196th Street,46060,54,Municipal,,No Match Found,-85.866024,40.07452
Harbour Trees Golf Club,Noblesville,IN,333 Regents Park Ln,46062-8525,18,Private,271.75553073316775,OSM (Medium Reliability),-86.047335,40.088946
Sagamore Golf Club,Noblesville,IN,10900 Golden Bear Way,10900,18,Semi Private,10.666316997619292,OSM (Medium Reliability),-85.975383,40.024698
Pebble Brook Golf Club,Noblesville,IN,3110 Westfield Rd,46062-9518,36,Public,366.77330931047794,OSM (Medium Reliability),-86.080082,40.04329
