Program,Year,Period,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2022,END OF DEC,COUNTY,TEXAS,48,UPPER COAST,90,GALVESTON,167,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"15,245",8.8
CENSUS,2022,END OF DEC,COUNTY,TEXAS,48,UPPER COAST,90,HARRIS,201,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,000",8.8
CENSUS,2022,END OF DEC,COUNTY,TEXAS,48,UPPER COAST,90,JACKSON,239,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,107",8.8
CENSUS,2022,END OF DEC,COUNTY,TEXAS,48,UPPER COAST,90,JEFFERSON,245,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,443",8.8
CENSUS,2022,END OF DEC,COUNTY,TEXAS,48,UPPER COAST,90,LIBERTY,291,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,253",8.8
CENSUS,2022,END OF DEC,COUNTY,TEXAS,48,UPPER COAST,90,MATAGORDA,321,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,351",8.8
CENSUS,2022,END OF DEC,COUNTY,TEXAS,48,UPPER COAST,90,ORANGE,361,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,994",8.8
CENSUS,2022,END OF DEC,COUNTY,TEXAS,48,UPPER COAST,90,VICTORIA,469,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,797",8.8
CENSUS,2022,END OF DEC,COUNTY,TEXAS,48,UPPER COAST,90,WHARTON,481,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,064",8.8
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,CENTRAL,50,JUAB,23,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,646",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,CENTRAL,50,MILLARD,27,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,334",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,CENTRAL,50,SANPETE,39,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,012",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,CENTRAL,50,SEVIER,41,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,351",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,CENTRAL,50,UTAH,49,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"15,104",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,EASTERN,60,CARBON,7,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,617",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,EASTERN,60,DAGGETT,9,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,609",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,EASTERN,60,DUCHESNE,13,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"1,649",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,EASTERN,60,EMERY,15,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,319",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,EASTERN,60,GRAND,19,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"1,110",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,EASTERN,60,SAN JUAN,37,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,748,14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,EASTERN,60,SUMMIT,43,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,336",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,EASTERN,60,UINTAH,47,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,901,14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,EASTERN,60,WASATCH,51,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,960",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,NORTHERN,10,BOX ELDER,3,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,495",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,NORTHERN,10,CACHE,5,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,620",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,NORTHERN,10,DAVIS,11,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"14,480",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,NORTHERN,10,MORGAN,29,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,791",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,NORTHERN,10,RICH,33,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"1,451",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,NORTHERN,10,SALT LAKE,35,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"13,993",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,NORTHERN,10,TOOELE,45,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,447",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,NORTHERN,10,WEBER,57,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"18,674",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,SOUTHERN,70,BEAVER,1,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,779",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,SOUTHERN,70,GARFIELD,17,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,398",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,SOUTHERN,70,IRON,21,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,525",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,SOUTHERN,70,KANE,25,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,475",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,SOUTHERN,70,PIUTE,31,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,020",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,SOUTHERN,70,WASHINGTON,53,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,684",14.7
CENSUS,2022,END OF DEC,COUNTY,UTAH,49,SOUTHERN,70,WAYNE,55,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"10,311",14.7
CENSUS,2022,END OF DEC,COUNTY,VERMONT,50,ALL COUNTIES,10,ADDISON,1,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,832",9
CENSUS,2022,END OF DEC,COUNTY,VERMONT,50,ALL COUNTIES,10,BENNINGTON,3,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,177",9
CENSUS,2022,END OF DEC,COUNTY,VERMONT,50,ALL COUNTIES,10,CALEDONIA,5,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,395",9
CENSUS,2022,END OF DEC,COUNTY,VERMONT,50,ALL COUNTIES,10,CHITTENDEN,7,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,230",9
CENSUS,2022,END OF DEC,COUNTY,VERMONT,50,ALL COUNTIES,10,ESSEX,9,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,357",9
CENSUS,2022,END OF DEC,COUNTY,VERMONT,50,ALL COUNTIES,10,FRANKLIN,11,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,906",9
CENSUS,2022,END OF DEC,COUNTY,VERMONT,50,ALL COUNTIES,10,GRAND ISLE,13,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,445",9
CENSUS,2022,END OF DEC,COUNTY,VERMONT,50,ALL COUNTIES,10,LAMOILLE,15,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,508",9
CENSUS,2022,END OF DEC,COUNTY,VERMONT,50,ALL COUNTIES,10,ORANGE,17,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,431",9
CENSUS,2022,END OF DEC,COUNTY,VERMONT,50,ALL COUNTIES,10,ORLEANS,19,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,763",9
CENSUS,2022,END OF DEC,COUNTY,VERMONT,50,ALL COUNTIES,10,RUTLAND,21,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,393",9
CENSUS,2022,END OF DEC,COUNTY,VERMONT,50,ALL COUNTIES,10,WASHINGTON,23,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,057",9
CENSUS,2022,END OF DEC,COUNTY,VERMONT,50,ALL COUNTIES,10,WINDHAM,25,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,142",9
CENSUS,2022,END OF DEC,COUNTY,VERMONT,50,ALL COUNTIES,10,WINDSOR,27,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,863",9
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,ALBEMARLE,3,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,048",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,AMELIA,7,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,304",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,AMHERST,9,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,795",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,APPOMATTOX,11,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,591",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,BEDFORD,19,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,539",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,BUCKINGHAM,29,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,400",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,CAMPBELL,31,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,656",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,CAROLINE,33,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,710",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,CHESTERFIELD,41,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,136",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,CUMBERLAND,49,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,678",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,FLUVANNA,65,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,915",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,GOOCHLAND,75,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,139",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,GREENE,79,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,303",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,HANOVER,85,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,759",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,HENRICO,87,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,750",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,LOUISA,109,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,625",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,NELSON,125,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,566",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,ORANGE,137,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,611",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,POWHATAN,145,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,616",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,PRINCE EDWARD,147,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,021",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,CENTRAL,50,SPOTSYLVANIA,177,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,739",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,EASTERN,60,ACCOMACK,1,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,045",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,EASTERN,60,CHARLES CITY,36,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,221",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,EASTERN,60,ESSEX,57,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,252",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,EASTERN,60,GLOUCESTER,73,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,053",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,EASTERN,60,JAMES CITY,95,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"10,715",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,EASTERN,60,KING AND QUEEN,97,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,460",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,EASTERN,60,KING GEORGE,99,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,250",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,EASTERN,60,KING WILLIAM,101,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,203",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,EASTERN,60,LANCASTER,103,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,252",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,EASTERN,60,MATHEWS,115,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,440",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,EASTERN,60,MIDDLESEX,119,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,041",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,EASTERN,60,NEW KENT,127,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,501",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,745",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,890",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,EASTERN,60,RICHMOND,159,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,544",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,EASTERN,60,WESTMORELAND,193,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,735",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,EASTERN,60,YORK,199,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"16,424",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,NORTHERN,20,ARLINGTON,13,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"150,000",(L)
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,NORTHERN,20,CLARKE,43,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,610",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,NORTHERN,20,CULPEPER,47,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,957",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,NORTHERN,20,FAIRFAX,59,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"17,494",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,NORTHERN,20,FAUQUIER,61,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,962",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,NORTHERN,20,FREDERICK,69,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,861",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,NORTHERN,20,LOUDOUN,107,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"12,276",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,NORTHERN,20,MADISON,113,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,994",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,NORTHERN,20,PAGE,139,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,837",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,NORTHERN,20,PRINCE WILLIAM,153,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"12,336",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,NORTHERN,20,RAPPAHANNOCK,157,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,465",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,NORTHERN,20,ROCKINGHAM,165,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,531",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,NORTHERN,20,SHENANDOAH,171,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,334",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,NORTHERN,20,STAFFORD,179,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"16,854",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,NORTHERN,20,WARREN,187,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,337",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,BRUNSWICK,25,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,749",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,CHESAPEAKE CITY,550,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,707",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,DINWIDDIE,53,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,339",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,GREENSVILLE,81,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,861",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,ISLE OF WIGHT,93,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,877",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,MECKLENBURG,117,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,268",1.4
CENSUS,2022,END OF DEC,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,PRINCE GEORGE,149,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,187",1.4
