course_name,street_address,city,state,zip_code,course_type,holes,phone,longitude,latitude
Eagle Landing Golf Course,10220 SE Causey Ave,Happy Valley,OR,10220,Public,27 Holes,(503) 698-7888,-122.557434,45.439979
Willow Creek Country Club,State Route 74,Heppner,OR,97836,Public,9 Holes,(541) 676-5437,-119.543406,45.357331
Killarney West Golf Club,1275 NW 334th Ave,Hillsboro,OR,97124-3623,Public,9 Holes,(503) 648-7634,-123.019807,45.528791
McKay Creek Golf Course,1416 NW Jackson St,Hillsboro,OR,97124-3717,Public,9 Holes,(503) 693-7612,-123.003763,45.525199
Meriwether National Golf Course,5200 SW Rood Bridge Rd,Hillsboro,OR,97123-9120,Public,63 Holes,(503) 648-4143,-122.949423,45.483023
Valley Golf Club,Off Highway #20,Hines,OR,97738,Municipal,18 Holes,(541) 573-6251,-119.083786,43.526547
Hood River Golf Course,1850 Country Club Rd,Hood River,OR,97031-9603,Public,18 Holes,(541) 386-3009,-121.586197,45.670097
Indian Creek Golf Course,3605 Brookside Dr,Hood River,OR,97031,Public,18 Holes,(866) 386-7770,-121.537548,45.689789
Oak Knoll Golf Course,6335 Highway 22,Independence,OR,97351-9629,Public,18 Holes,(503) 378-0344,-123.161381,44.933111
John Day Golf Club Inc,27631 Golf Club Ln,John Day,OR,27631,Public,9 Holes,(541) 575-0170,-118.998655,44.418549
Shadow Hills Country Club,92512 River Rd,Junction City,OR,92512,Private,18 Holes,(541) 998-8441,-123.163691,44.17363
Reames Golf & Country Club,4201 Highway 97 S,Klamath Falls,OR,97603-9526,Private,18 Holes,(541) 884-7446,-121.801218,42.187007
Round Lake Resort,4000 Round Lake Rd,Klamath Falls,OR,97601-9021,Public,9 Holes,(541) 884-2520,-121.912978,42.185117
Running Y Ranch Resort,5790 Coopers Hawk Rd,Klamath Falls,OR,97601-8604,Public,18 Holes,(888) 850-0261,-121.88451,42.281326
Harbor Links Golf Course,601 Harbor Isle Blvd,Klamath Falls,OR,97601-1288,Public,18 Holes,(541) 882-0609,-121.804865,42.250297
Shield Crest Golf Course,3151 Shield Crest Dr,Klamath Falls,OR,97603-9483,Public,18 Holes,(541) 884-5305,-121.671841,42.195834
La Grande Country Club,10605 S McAlister Rd,La Grande,OR,10605,Semi Private,9 Holes,(541) 963-4241,-118.045127,45.335756
Quail Run Golf Course,16725 Northridge,La Pine,OR,16725,Public,18 Holes,(800) 895-4653,-121.489793,43.75677
Lake Oswego Municipal Golf Course,17525 Stafford Rd,Lake Oswego,OR,17525,Municipal,18 Holes,(503) 636-8228,-122.685669,45.399059
Oswego Lake Country Club,20 Iron Mountain Blvd,Lake Oswego,OR,97034-2875,Private,18 Holes,(503) 635-3659,-122.683977,45.416605
Lakeridge Golf Course,94378 Highway 140,Lakeview,OR,94378,Public,9 Holes,(541) 947-3855,-120.424171,42.191405
Pineway Golf Course,30949 Pineway Rd,Lebanon,OR,30949,Public,9 Holes,(541) 258-8815,-122.847149,44.491675
Mallard Creek Golf & RV Resort,31966 Bellinger Scale Rd,Lebanon,OR,31966,Public,18 Holes,(866) 632-9133,-122.79599,44.519528
Chinook Winds Golf Resort,3245 Clubhouse Dr,Lincoln City,OR,97367,Public,18 Holes,(541) 994-8442,-123.99549,45.00129
Elkhorn Valley Golf Course,32295 N Fork Rd SE,Lyons,OR,32295,Public,18 Holes,(503) 897-3368,-122.409823,44.805721
Desert Peaks Golf Club,565 NW Adler St,Madras,OR,97741-9491,Municipal,9 Holes,(541) 475-6368,-121.144618,44.657272
Manzanita Golf Course,908 Lakeview Drive,Manzanita,OR,97130,Public,9 Holes,(503) 368-5744,-123.935603,45.711093
Michelbook Country Club,1301 NW Michelbook Ln,McMinnville,OR,97128-2822,Private,18 Holes,(503) 472-2129,-123.207675,45.217427
Bayou Golf Club,9301 SW Bayou Dr,McMinnville,OR,97128-8659,Public,18 Holes,(503) 472-4651,-123.209948,45.173284
Rogue Valley Country Club,2660 Hillcrest Rd,Medford,OR,97504-6926,Private,27 Holes,(541) 772-5965,-122.832071,42.330007
Stewart Meadows Golf Course,1301 S Holly St,Medford,OR,97501-3726,Public,9 Holes,(541) 770-6554,-122.867335,42.311658
Bear Creek Golf Course,2355 S Pacific Hwy,Medford,OR,97501-8757,Public,9 Holes,(541) 773-1822,-122.851491,42.303702
Quail Point Golf Course,1200 Mira Mar Ave,Medford,OR,97504-8546,Public,9 Holes,(541) 857-7000,-122.838428,42.30789
Cedar Links Golf Club,3155 Cedar Links Dr,Medford,OR,97504-9396,Public,9 Holes,(541) 773-4373,-122.833184,42.353033
Centennial Golf Club,1900 N Phoenix Rd,Medford,OR,97504-9340,Public,18 Holes,(877) 893-4653,-122.814932,42.304255
Milton Freewater Golf Course,301 Catherine Ave,Milton Freewater,OR,97862-1814,Municipal,18 Holes,(541) 938-7284,-118.395702,45.934836
Arrowhead Golf Club,28301 S Highway 213,Molalla,OR,28301,Semi Private,18 Holes,(503) 829-8080,-122.581858,45.196679
Diamond Woods Golf Course,96040 Territorial Rd,Monroe,OR,96040,Public,18 Holes,(800) 559-4653,-123.296409,44.3112
Evergreen Golf Club,11694 W Church Rd NE,Mount Angel,OR,11694,Public,9 Holes,(503) 845-9911,-122.821893,45.064766
Ranch Hills Golf Course,26710 S Ranch Hills Rd,Mulino,OR,26710,Public,9 Holes,(503) 829-5666,-122.573756,45.219894
Myrtle Creek Golf Course,1316 Fairway Dr,Myrtle Creek,OR,97457-9542,Public,18 Holes,(888) 869-7853,-123.270666,43.019332
Neskowin Marsh Golf Course,48405 Hawk Street,Neskowin,OR,48405,Public,9 Holes,(503) 392-3377,-123.981379,45.10656
Chehalem Glen Golf Course,4501 E Fernwood Rd,Newberg,OR,97132-7064,Municipal,18 Holes,(503) 538-5800,-122.932572,45.298914
Agate Beach Golf Course,4100 N Coast Hwy,Newport,OR,97365-1422,Public,9 Holes,(541) 265-7331,-124.056729,44.666781
Kentuck Golf Course,94469 Golf Course Ln,North Bend,OR,94469,Public,18 Holes,(541) 756-4464,-124.179854,43.422782
Pumpkin Ridge Golf Club,12930 NW Old Pumpkin Ridge Rd,North Plains,OR,12930,Public,36 Holes,(888) 594-4653,-123.010882,45.613941
Circle Bar Golf Club,48447 Westoak Rd,Oakridge,OR,48447,Public,9 Holes,(541) 782-3541,-122.451488,43.749721
Country View Golf Course,3780 Arabian Dr,Ontario,OR,97914-8688,Public,9 Holes,(541) 881-1171,-117.107064,43.972769
Ontario Golf Club,1345 Golf Course Rd,Ontario,OR,97914-4640,Public,18 Holes,(541) 889-9022,-117.015088,44.014398
Stone Creek Golf Club,14603 S Stoneridge Dr,Oregon City,OR,14603,Public,18 Holes,(503) 518-4653,-122.566102,45.295596
Oregon City Golf Club,20124 S Beavercreek Rd,Oregon City,OR,20124,Public,18 Holes,(503) 518-2846,-122.552407,45.315359
Pendleton Country Club,69772 Highway 395 S,Pendleton,OR,69772,Private,18 Holes,(541) 443-4653,-118.790901,45.570934
Wildhorse Resort Golf Course,72787 Highway 331,Pendleton,OR,72787,Public,18 Holes,(800) 654-9453,-118.683822,45.650749
Heron Lakes Golf Course,3500 N Victory Blvd,Portland,OR,97217-7723,Municipal,36 Holes,(503) 289-1818,-122.703192,45.604903
Eastmoreland Golf Course,2425 SE Bybee Blvd,Portland,OR,97202-8755,Municipal,18 Holes,(503) 775-2900,-122.639904,45.474384
Rose City Golf Course,2200 NE 71st Ave,Portland,OR,97213-4739,Municipal,18 Holes,(503) 253-4744,-122.59026,45.534259
Portland Golf Club,5900 SW Scholls Ferry Rd,Portland,OR,97225-1229,Private,18 Holes,(503) 292-2778,-122.763376,45.477437
Waverley Country Club,1100 SE Waverly Dr,Portland,OR,97222-7493,Private,18 Holes,(503) 654-6521,-122.651375,45.452582
Columbia Edgewater Country Club,2220 NE Marine Dr,Portland,OR,97211-1546,Private,27 Holes,(503) 285-3676,-122.64237,45.600287
Riverside Golf & Country Club,8105 NE 33rd Dr,Portland,OR,97211-2017,Private,18 Holes,(503) 282-7265,-122.633284,45.582421
Rock Creek Country Club,5100 NW Neakahnie Ave,Portland,OR,97229-1964,Semi Private,18 Holes,(503) 645-1115,-122.879474,45.5568
Wildwood Golf Course,21881 NW Saint Helens Rd,Portland,OR,21881,Public,18 Holes,(503) 621-3402,-122.874397,45.67954
Claremont Golf Club,15800 NW Country Club Dr,Portland,OR,15800,Public,9 Holes,(503) 690-4589,-122.838878,45.547376
King City Golf Course,15355 SW Royalty Pkwy,Portland,OR,15355,Public,9 Holes,(503) 639-7986,-122.795861,45.408398
Portland Meadows Golf Course,901 N Schmeer Rd,Portland,OR,97217-7504,Public,9 Holes,(503) 289-3405,-122.675358,45.588917
Broadmoor Golf Course,3509 NE Columbia Blvd,Portland,OR,97211-2037,Public,18 Holes,(503) 281-1337,-122.628355,45.573354
Colwood National Golf Club,7313 NE Columbia Blvd,Portland,OR,97218-3709,Public,18 Holes,(503) 254-5515,-122.588232,45.566626
Glendoveer Golf Course,14015 NE Glisan St,Portland,OR,14015,Public,36 Holes,(503) 253-7507,-122.519281,45.526588
The Club Brasada Canyons,Shumway & Alfafa Rds,Powell Butte,OR,97753,Semi Private,18 Holes,(888) 244-6015,-121.058649,44.15813
Meadow Lakes Golf Course,300 SW Meadowlakes Dr,Prineville,OR,97754-1405,Municipal,18 Holes,(541) 447-7113,-120.853259,44.298465
Prineville Golf & Country Club,7120 NE Ochoco Hwy,Prineville,OR,97754-7954,Private,9 Holes,(541) 447-7266,-120.752321,44.305023
Eagle Crest Golf Resort,1522 Cline Falls Rd,Redmond,OR,97756-9293,Public,54 Holes,(541) 923-4653,-121.265139,44.261279
The Greens at Redmond,2575 SW Greens Blvd,Redmond,OR,97756-8665,Public,18 Holes,(541) 923-0694,-121.197849,44.242079
Juniper Golf Club,1938 SW Elkhorn Ave,Redmond,OR,97756-1564,Public,18 Holes,(800) 600-3121,-121.189879,44.233024
Forest Hills Country Club,1 Country Club Dr,Reedsport,OR,97467-1867,Public,9 Holes,(541) 271-2626,-124.130167,43.697906
Stewart Park Municipal Golf Course,1005 NW Stewart Pkwy,Roseburg,OR,97470-1971,Municipal,9 Holes,(541) 672-4592,-123.375508,43.218087
V A Medical Center Golf Course,Garden Valley Boulevard,Roseburg,OR,97470,Private,9 Holes,(541) 580-5679,-123.352694,43.22673
Bar Run Golf Course,640 Shady Dr,Roseburg,OR,97471,Public,18 Holes & 9 Holes,(541-492-0000,-123.418177,43.243209
Roseburg Country Club,5051 Garden Valley Rd,Roseburg,OR,97470-9842,Semi Private,18 Holes,(541) 672-4041,-123.40967,43.269325
Illahe Hills Country Club,3376 Country Club Rd S,Salem,OR,97302-9710,Private,18 Holes,(503) 364-0117,-123.109597,44.90682
Salemtowne Golf Club,2900 Oakcrest Dr NW,Salem,OR,97304-1203,Private,9 Holes,(503) 362-2215,-123.068969,44.976944
Creekside Golf Course,6250 Club House Dr SE,Salem,OR,97306-9329,Semi Private,18 Holes,(503) 363-4653,-123.044176,44.865907
Salem Golf Club,2025 Golf Course Rd S,Salem,OR,97302-9702,Public,18 Holes,(503) 363-6652,-123.071354,44.913025
Meadowlawn Golf Course,3898 Meadowlawn Loop SE,Salem,OR,97301-5341,Public,9 Holes,(503) 363-7391,-122.984522,44.9214
Auburn Center Golf Club,5220 Center St NE,Salem,OR,97301-3219,Public,9 Holes,(503) 363-4404,-122.954152,44.939404
McNary Golf Club,155 McNary Estates Dr N,Salem,OR,97303-7459,Public,18 Holes,(503) 393-4653,-123.023822,45.010993
Seaside Golf Course,451 Avenue U,Seaside,OR,97138-5009,Public,9 Holes,(503) 738-5261,-123.929933,45.979634
Bear Valley Meadows Golf Course,12 Valley Way,Seneca,OR,97873,Municipal,9 Holes,(541) 542-2161,-119.207063,44.121835
Aspen Lakes Golf Course,16900 Aspen Lakes Dr,Sisters,OR,16900,Public,18 Holes,(541) 549-4653,-121.48653,44.298324
Springfield Country Club,90333 Sunderman Rd,Springfield,OR,90333,Private,18 Holes,(541) 747-2517,-122.917252,44.119144
McKenzie River Golf Course,89089 Bridge St,Springfield,OR,89089,Public,9 Holes,(541) 896-3454,-122.713933,44.089106
Crosswater Club At Sunriver,17600 Canoe Camp Drive,Sunriver,OR,17600,Private,18 Holes,(800) 547-3922,-121.449854,43.851772
Sunriver Lodge & Resort,17600 Center Dr,Sunriver,OR,17600,Public,45 Holes,(800) 962-1769,-121.445521,43.873952
Umpqua Golf Resort,1919 Recreation Ln,Sutherlin,OR,97479-9436,Public,18 Holes,(541) 459-4422,-123.345531,43.387844
The Dalles Country Club,4550 Highway 30w,The Dalles,OR,97058-9526,Semi Private,9 Holes,(541) 296-5252,-121.212891,45.653343
Summerfield Golf & Country Club,10650 SW Summerfield Dr,Tigard,OR,10650,Public,9 Holes,(503) 620-1200,-122.78172,45.406461
Alderbrook Golf Course,7300 Alderbrook Rd,Tillamook,OR,97141-9221,Public,9 Holes,(503) 842-6413,-123.861294,45.509412
Bay Breeze Golf Course,2325 Latimer Rd N,Tillamook,OR,97141-9015,Public,9 Holes,(503) 842-1166,-123.843015,45.481645
Olalla Valley Golf Course,1022 Olalla Rd,Toledo,OR,97391-9765,Public,9 Holes,(541) 336-2121,-123.932059,44.660785
McMenamins Pub Course,2126 SW Halsey St,Troutdale,OR,97060-1026,Public,36 Holes,(503) 669-8610,-122.408227,45.53834
Tualatin Country Club,9145 SW Tualatin Rd,Tualatin,OR,97062-9487,Private,18 Holes,(503) 692-4620,-122.772272,45.387441
Pine Hollow Golf Course,8 S County Rd A,Tygh Valley,OR,97063-9749,Public,9 Holes,(541) 544-2035,-121.292305,45.23011
Big River Golf Course,709 Willamette St,Umatilla,OR,97882,Public,18 Holes,(541) 922-3006,-119.289441,45.921536
Buffalo Peak Golf Course,1224 East Fulton Street,Union,OR,97883,Municipal,18 Holes,(866) 202-5950,-117.858319,45.20568
Vernonia Golf Course,15961 Timber Rd E,Vernonia,OR,15961,Public,18 Holes,(503) 429-6811,-123.237974,45.844805
Crestview Hills Golf Course,1680 S Crestline Dr,Waldport,OR,97394-9717,Public,9 Holes,(541) 563-3020,-124.06493,44.416158
Kah Nee Ta Golf Course,6823 Hwy 8,Warm Springs,OR,97761,Public,18 Holes,(541) 553-1112,-121.196936,44.860849
St. Helens Golf Course,57246 Hazen Rd,Warren,OR,57246,Public,9 Holes,(503) 397-0358,-122.877659,45.828274
Astoria Golf & Country Club,33445 Sunset Beach Ln,Warrenton,OR,33445,Private,18 Holes,(503) 861-2545,-123.924303,46.100895
The Resort at the Mountain,68010 E Fairway Ave,Welches,OR,68010,Public,27 Holes,(800) 669-4653,-121.965755,45.337949
The Oregon Golf Club,25700 SW Petes Mountain Rd,West Linn,OR,25700,Semi Private,18 Holes,(503) 650-6900,-122.677172,45.333957
Sandelie Golf Course,28333 SW Mountain Rd,West Linn,OR,28333,Public,27 Holes,(503) 655-1461,-122.692119,45.315424
Veterans Memorial Golf Course,8495 Crater Lake Hwy,White City,OR,97503-3011,Semi Private,9 Holes,(541) 830-7406,-122.835546,42.440616
Charbonneau Golf Club,32020 SW Charbonneau Dr,Wilsonville,OR,32020,Public,45 Holes,(503) 694-1246,-122.75948,45.289163
Senior Estates Golf & Country Club,1776 Country Club Rd,Woodburn,OR,97071-2348,Private,18 Holes,(503) 981-0189,-122.870183,45.155811
OGA Golf Course,2850 Hazelnut Dr,Woodburn,OR,97071-9698,Public,18 Holes,(503) 981-6105,-122.854269,45.160452
Hanover Country Club,200 E Water St,Abbottstown,PA,17301-9585,Semi Private,18 Holes,(717) 259-0411,-76.982312,39.888253
The Bridges Golf Club,6729 York Rd,Abbottstown,PA,17301-9577,Public,18 Holes,(717) 624-9551,-77.011878,39.876712
West View Golf Course,Rothsville Road,Akron,PA,17501,Public,18 Holes,(717) 859-2333,-76.213994,40.164875
The Club At Shadow Lakes,2000 Beaver Lakes Blvd,Aliquippa,PA,15001-1169,Semi Private,18 Holes,(724) 375-5511,-80.295839,40.614737
Allentown Municipal/Benner Fairways Golf Course,3400 W Tilghman St,Allentown,PA,18104-3466,Municipal,18 Holes,(610) 395-5108,-75.533124,40.596072
Lehigh Country Club,2319 S Cedar Crest Blvd,Allentown,PA,18103-9202,Private,18 Holes,(610) 437-1451,-75.518121,40.548724
Iron Lakes Golf Course,3625 Shankweiler Rd,Allentown,PA,18104-8811,Public,18 Holes,(610) 395-3369,-75.565515,40.646528
North Park Golf Course,303 Pearce Mill Rd,Allison Park,PA,15101-1644,Municipal,18 Holes,(724) 935-1967,-80.019522,40.613125
Wildwood Golf Club,2195 Sample Rd,Allison Park,PA,15101-2104,Semi Private,18 Holes,(412) 486-4300,-79.981704,40.575827
Rose Ridge Golf Course,4769 Gibsonia Rd,Allison Park,PA,15101-1093,Public,18 Holes,(724) 443-5020,-79.887617,40.602344
Park Hills Country Club,219 Highland Ter,Altoona,PA,16602-5600,Semi Private,18 Holes,(814) 944-2631,-78.400388,40.467612
Burgi's Back Nine,1830 Pleasant Valley Blvd,Altoona,PA,16602-4524,Public,9 Holes,(814) 201-2105,-78.391521,40.500522
Sinking Valley Country Club,595 Golf Course Rd,Altoona,PA,16601-8201,Public,18 Holes,(814) 684-0662,-78.408016,40.520805
Talamore at Oak Terrace,723 Talamore Dr,Ambler,PA,19002-1872,Semi Private,18 Holes,(215) 646-8900,-75.192419,40.191213
Limekiln Golf Club,1176 Limekiln Pike,Ambler,PA,19002-1136,Public,54 Holes,(215) 643-0643,-75.184771,40.217241
Horsham Valley Golf Club,500 Babylon Rd,Ambler,PA,19002-2306,Public,18 Holes,(215) 646-4707,-75.177848,40.196709
Harmony Ridge Golf Club,1280 Breitenstein Rd,Ambridge,PA,15003-1305,Public,18 Holes,(724) 266-8445,-80.209872,40.605676
Evergreen Golf Club,Cherry Lane Rd,Analomink,PA,18320,Public,9 Holes,(570) 421-7721,-75.221918,41.052421
Willowbrook Country Club,181 Grossheim Rd,Apollo,PA,15613-5009,Private,18 Holes,(724) 727-3442,-79.625005,40.564763
Cherry Wood Golf Course,212 Truxall Rd,Apollo,PA,15613-9005,Public,18 Holes,(724) 727-2546,-79.542807,40.547093
The Links At Spring Church,3257 Balsiger Rd,Apollo,PA,15613-8957,Public,18 Holes,(877) 725-4657,-79.505492,40.621974
Apollo Elks Country Club,151 Elks Lodge Dr Rt 56 E,Apollo,PA,15613,Public,18 Holes,(724) 478-2939,-79.557759,40.58358
Merion Golf Club,450 Ardmore Ave,Ardmore,PA,19003-1033,Private,36 Holes,(610) 642-5600,-75.313109,39.998785
Rolling Meadows Golf Course,23 Rolling Meadows Rd,Ashland,PA,17921-9267,Public,18 Holes,(570) 875-1204,-76.405393,40.75872
Moccasin Run Golf Course,402 Schoff Rd,Atglen,PA,19310-9636,Public,18 Holes,(610) 593-2600,-75.975647,39.914871
The Club At Shannondell,2750 Egypt Rd,Audubon,PA,19403-2228,Municipal,18 Holes,(610) 666-7600,-75.423092,40.129036
Indian Run Golf Club,1975 Avella Rd,Avella,PA,15312-2371,Public,18 Holes,(724) 587-0330,-80.485402,40.262508
Hartefeld National Golf Club,1 Hartefeld Dr,Avondale,PA,19311-9794,Semi Private,18 Holes,(800) 240-7373,-75.726709,39.801979
Inniscrone Golf Club,1 Clubhouse Dr,Avondale,PA,19311-1315,Public,18 Holes,(610) 268-8200,-75.801102,39.811446
Loch Nairn Golf Course,514 McCue Rd,Avondale,PA,19311-9534,Public,18 Holes,(610) 268-2234,-75.78256,39.849434
Pittsburgh North Golf Club,3800 Bakerstown Road,Bakerstown,PA,15007,Public,27 Holes,(724) 443-3800,-79.934122,40.652305
Butter Valley Golf Port,3243 Gehman Rd,Bally,PA,19504-9548,Public,18 Holes,(610) 845-2491,-75.559673,40.393437
Cambrian Hills Country Club,1137 Municipal Rd,Barnesboro,PA,15714,Public,9 Holes,(814) 247-8521,-78.739529,40.66343
Mountain Valley Golf Course,1021 Brockton Mountain Dr,Barnesville,PA,18214-2529,Public,54 Holes,(570) 467-2242,-76.121196,40.791629
White Birch Golf Course,660 Tuscarora Park Rd,Barnesville,PA,18214-2813,Public,27 Holes,(570) 467-2525,-76.029458,40.809082
Whitetail Golf Club,2679 Klein Rd,Bath,PA,18014-9401,Public,18 Holes,(610) 837-9626,-75.406061,40.743518
Southmoore Golf Course,235 Moorestown Dr,Bath,PA,18014-1405,Public,18 Holes,(610) 837-7200,-75.393273,40.749388
Nemacolin Country Club,RR 40 West,Beallsville,PA,15313,Private,18 Holes,(724) 632-5443,-80.016661,40.061554
Black Hawk Golf Course,644 Blackhawk Rd,Beaver Falls,PA,15010-1464,Public,36 Holes,(724) 843-5512,-80.408498,40.761585
Rolling Acres Golf Course,350 Achortown Rd,Beaver Falls,PA,15010-9667,Public,27 Holes,(724) 843-6736,-80.407216,40.742542
Fox Run Golf Course,424 River Road,Beaver Falls,PA,15010,Public,18 Holes,(724) 847-3568,-80.315629,40.81297
Seven Oaks Golf Course,132 Lisbon Road,Beaver,PA,15009-8559,Semi Private,18 Holes,(724) 495-2770,-80.421792,40.706511
Bedford Elks Country Club,RR 6,Bedford,PA,15522-9806,Public,9 Holes,(814) 623-9314,-78.520945,39.996048
Bedford Springs Golf Course,2138 Business 220,Bedford,PA,15522-2026,Public,18 Holes,(866) 623-8130,-78.508566,39.995018
Willowbrook Golf Course,1833 Rostraver Rd,Belle Vernon,PA,15012-4309,Public,9 Holes,(724) 872-7272,-79.800402,40.185172
Cedarbrook Golf Club,215 State Route 981,Belle Vernon,PA,15012-3321,Public,36 Holes,(724) 929-8300,-79.766019,40.153218
Bensalem Country Club,2000 Brown Ave,Bensalem,PA,19020-3711,Municipal,18 Holes,(215) 639-5556,-74.949663,40.096862
Salem Haror Golf Course,455 Old Bridge Rd,Bensalem,PA,19020-7764,Private,9 Holes,(888) 927-7890,-74.981295,40.053855
Chippewa Golf Club,128 Chippewa Rd,Bentleyville,PA,15314-2058,Public,18 Holes,(724) 239-4841,-80.036182,40.121189
Mill Race Golf and Camping Resort Inc,4584 Red Rock Rd,Benton,PA,17814-7608,Public,18 Holes,(570) 925-2040,-76.375721,41.218445
Heidelberg Country Club,1 Clubhouse Dr,Bernville,PA,19506-9551,Semi Private,18 Holes,(610) 488-6021,-76.119337,40.429686
Green Acres Golf Course,461A S Northkill Rd,Bernville,PA,19506-8404,Public,18 Holes,(610) 488-6698,-76.118082,40.481073
Berwick Golf Club,473 Martzville Rd,Berwick,PA,18603-5891,Private,18 Holes,(570) 752-2506,-76.262454,41.068641
Rolling Pines,335 Golf Course Rd,Berwick,PA,18603-5429,Public,18 Holes,(570) 752-1000,-76.310969,41.04993
Bethlehem Golf Club,400 Illicks Mill Rd,Bethlehem,PA,18017-3129,Municipal,27 Holes,(610) 691-9393,-75.384113,40.641579
Saucon Valley Country Club,2050 Saucon Valley Rd,Bethlehem,PA,18015-9055,Private,54 Holes,(610) 758-7177,-75.388758,40.561941
Green Pond Golf Course,3604 Farmersville Rd,Bethlehem,PA,18020-9764,Public,18 Holes,(610) 253-2505,-75.307309,40.6717
Piney Apple Golf Course,165 Slatersville Rd,Biglerville,PA,17307-9013,Public,18 Holes,(717) 677-9264,-77.32306,39.988485
Green Hills Golf Course,634 Golf Course Rd,Birdsboro,PA,19508-8215,Public,9 Holes,(610) 856-8633,-75.888858,40.243995
Chestnut Ridge Golf Club,132 Pine Ridge Rd,Blairsville,PA,15717-7898,Public,36 Holes,(724) 459-7180,-79.218187,40.443302
Jack Frost National Golf Course,One Clubhouse Dr,Blakeslee,PA,18610,Public,18 Holes,(866) 268-5503,-75.644734,41.092021
Windsor Heights Golf Course,55 Williamsburg Blvd,Bloomsburg,PA,17815-9201,Public,18 Holes,(570) 784-5673,-76.501873,41.017476
Meadowlands Country Club,711 Boehms Church Rd,Blue Bell,PA,19422-1718,Private,18 Holes,(215) 646-2300,-75.264214,40.157564
Cedarbrook Country Club,180 Penllyn Pike,Blue Bell,PA,19422-1622,Private,18 Holes,(215) 643-3560,-75.247619,40.1694
Blue Bell Country Club,1800 Tournament Dr,Blue Bell,PA,19422-1299,Semi Private,18 Holes,(215) 616-8101,-75.288184,40.180717
Center Square Golf Club,2620 Skippack Pike,Blue Bell,PA,19422,Public,18 Holes,(610) 584-5700,-75.308409,40.17796
Mermaid Swim & Golf Club,1002 Jolly Rd,Blue Bell,PA,19422-1906,Public,9 Holes,(610) 275-9191,-75.292368,40.149745
Monterey Country Club,12579 Monterey Ln,Blue Ridge Summit,PA,12579,Public,9 Holes,(717) 794-2809,-77.471828,39.73494
Tussey Mountain Golf Course,Route 322 & Bare Meadows Road,Boalsburg,PA,16827,Public,18 Holes,(800) 733-2754,-77.77526,40.77908
State College Elks Country Club,100 Elks Club Road,Boalsburg,PA,16827,Public,18 Holes,(814) 466-6451,-77.759003,40.787269
Champion Lakes Golf Club,4743 Route 711,Bolivar,PA,15923-2424,Public,18 Holes,(724) 238-5440,-79.15498,40.310593
Sliding Rock Golf Course,214 Sliding Rock Rd,Boswell,PA,15531-2548,Public,18 Holes,(814) 629-6561,-79.10531,40.170119
Grand View Golf Club,1000 Clubhouse Dr,Braddock,PA,15104-2800,Public,18 Holes,(412) 351-5390,-79.856049,40.403647
Pennhills Club,146 Pennhills Dr,Bradford,PA,16701-3868,Semi Private,18 Holes,(814) 368-3464,-78.669115,41.951382
Pine Acres Country Club,1401 W Warren Rd,Bradford,PA,16701-4114,Public,18 Holes,(814) 362-2005,-78.724152,41.863889
Hickory Heights Golf Club,116 Hickory Heights Dr,Bridgeville,PA,15017-1076,Public,18 Holes,(412) 257-0300,-80.142237,40.341005
Owens Brockway Golf Course,194 County Line Rd,Brockport,PA,15823-3904,Public,9 Holes,(814) 268-4325,-78.739106,41.257379
Scottish Heights Golf Club,287 Scottish Heights Dr,Brockport,PA,15823-3429,Public,18 Holes,(866) 622-9292,-78.717167,41.279374
Pinecrest Country Club,29 W Pinecrest Ln,Brookville,PA,15825-3525,Public,18 Holes,(814) 849-4666,-79.150984,41.173527
Overbrook Golf Club,Sproul & Godfrey Roads,Bryn Mawr,PA,19010,Private,18 Holes,(610) 687-6135,-75.368246,40.019722
Buck Hill Golf Club,421 Golf Drive,Buck Hill,PA,18323,Public,54 Holes,(570) 595-7730,-75.270531,41.191029
Lookaway Golf Club,4219 Upper Mountain Rd,Buckingham,PA,18912,Private,18 Holes,(215) 794-0531,-75.055423,40.30486
Fernwood Hotel & Resort,RR 209,Bushkill,PA,18324,Public,18 Holes,(800) 233-8103,-74.955644,41.123345
Butler Country Club,310 Country Club Rd,Butler,PA,16002-7618,Private,18 Holes,(724) 586-6030,-79.942548,40.784772
Lake Arthur Country Club,255 Isle Rd,Butler,PA,16001-8548,Public,18 Holes,(724) 865-2765,-79.992577,40.932508
Mount Chestnut Driving Range & 9 Hole Executive Co,120 North Rd,Butler,PA,16001-8334,Public,9 Holes,(724) 285-1010,-79.980641,40.890817
Krendale Public Golf Course,131 Eberhart Road,Butler,PA,16001,Public,36 Holes,(724) 482-4065,-79.954793,40.870733
Stoughton Acres Golf Course,904 Sunset Dr,Butler,PA,16001-1137,Public,18 Holes,(724) 285-3633,-79.942565,40.926835
Suncrest Golf Course,137 Brownsdale Rd,Butler,PA,16002-0419,Public,18 Holes,(724) 586-5508,-79.932065,40.746509
Conleys Resort Inn,740 Pittsburgh Rd,Butler,PA,16002-4024,Public,18 Holes,(800) 344-7303,-79.924955,40.751592
Lakeview North Golf Course,591 Pittsburgh Rd,Butler,PA,16002-7659,Public,18 Holes,(724) 586-7097,-79.924036,40.763143
Serene Valley Golf Course,312 Bonniebrook Rd,Butler,PA,16002-7201,Public,18 Holes,(724) 285-1236,-79.81258,40.818244
Hiland Golf Course,106 Saint Wendelin Rd,Butler,PA,16002-0056,Public,18 Holes,(724) 287-8814,-79.8118,40.886963
