Always equal to ACS Summary File identification,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Block Group,Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Qualified Area Name,Median Value,Median Household Income (In 2022 Inflation Adjusted Dollars),Total Population,Housing Units,Area Total:,Area Total: Area (Land),Area Total: Area (Water),Median Gross Rent,Occupied Housing Units,Occupied Housing Units: Built 2020 or Later,Occupied Housing Units: Built 2010 to 2019,Occupied Housing Units: Built 2000 to 2009,Occupied Housing Units: Built 1990 to 1999,Occupied Housing Units: Built 1980 to 1989,Occupied Housing Units: Built 1970 to 1979,Occupied Housing Units: Built 1960 to 1969,Occupied Housing Units: Built 1950 to 1959,Occupied Housing Units: Built 1940 to 1949,Occupied Housing Units: Built 1939 or Earlier,Median Year Structure Built,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,Vacant Housing Units:,Vacant Housing Units: For Rent,Vacant Housing Units: For Sale Only,Vacant Housing Units: Other Vacant
ACSSF,HI,150,0,15,3,9100,1,1500000US150030091001,"Block Group 1, Census Tract 91, Honolulu County, Hawaii",,,1.50E+11,1455927,0,15,"Block Group 1, Census Tract 91, Honolulu County, Hawaii",672600,143854,825,201,0.56213659,0.56213659,0,,201,0,0,0,46,141,14,0,0,0,0,1986,201,191,10,0,0,0,0
ACSSF,HI,150,0,15,3,9100,2,1500000US150030091002,"Block Group 2, Census Tract 91, Honolulu County, Hawaii",,,1.50E+11,31246051,296694,15,"Block Group 2, Census Tract 91, Honolulu County, Hawaii",698100,83370,2680,762,12.17872238,12.06416893,0.114554197,2650,702,0,133,31,47,32,80,62,78,130,109,1970,702,325,377,60,0,0,60
ACSSF,HI,150,0,15,3,9100,3,1500000US150030091003,"Block Group 3, Census Tract 91, Honolulu County, Hawaii",,,1.50E+11,169428,0,15,"Block Group 3, Census Tract 91, Honolulu County, Hawaii",637800,95962,1543,370,0.065416522,0.065416522,0,1429,310,0,0,34,13,106,124,14,0,19,0,1978,310,203,107,60,22,0,38
ACSSF,HI,150,0,15,3,9201,1,1500000US150030092011,"Block Group 1, Census Tract 92.01, Honolulu County, Hawaii",,,1.50E+11,357052,0,15,"Block Group 1, Census Tract 92.01, Honolulu County, Hawaii",845500,131250,1219,389,0.137858555,0.137858555,0,1413,354,0,0,45,0,47,125,19,100,0,18,1972,354,307,47,35,0,0,35
ACSSF,HI,150,0,15,3,9201,2,1500000US150030092012,"Block Group 2, Census Tract 92.01, Honolulu County, Hawaii",,,1.50E+11,269705,0,15,"Block Group 2, Census Tract 92.01, Honolulu County, Hawaii",369700,75563,1402,605,0.104133688,0.104133688,0,1806,603,0,7,0,0,121,203,121,135,16,0,1971,603,368,235,2,2,0,0
ACSSF,HI,150,0,15,3,9201,3,1500000US150030092013,"Block Group 3, Census Tract 92.01, Honolulu County, Hawaii",,,1.50E+11,754024,0,15,"Block Group 3, Census Tract 92.01, Honolulu County, Hawaii",833300,115125,439,151,0.291130304,0.291130304,0,,151,0,0,0,0,0,20,75,56,0,0,1963,151,108,43,0,0,0,0
ACSSF,HI,150,0,15,3,9202,1,1500000US150030092021,"Block Group 1, Census Tract 92.02, Honolulu County, Hawaii",,,1.50E+11,612432,3166,15,"Block Group 1, Census Tract 92.02, Honolulu County, Hawaii",633900,78910,414,236,0.237683728,0.236461326,0.0012224,1115,230,0,14,43,0,0,14,7,106,7,39,1956,230,139,91,6,0,0,6
ACSSF,HI,150,0,15,3,9202,2,1500000US150030092022,"Block Group 2, Census Tract 92.02, Honolulu County, Hawaii",,,1.50E+11,597440,0,15,"Block Group 2, Census Tract 92.02, Honolulu County, Hawaii",673400,121047,1717,593,0.230672881,0.230672881,0,2512,513,0,37,0,10,65,22,159,125,39,56,1965,513,376,137,80,0,0,80
ACSSF,HI,150,0,15,3,9203,1,1500000US150030092031,"Block Group 1, Census Tract 92.03, Honolulu County, Hawaii",,,1.50E+11,965057,13047,15,"Block Group 1, Census Tract 92.03, Honolulu County, Hawaii",601700,81991,2331,835,0.377648085,0.372610599,0.005037475,1685,782,0,24,52,0,9,48,310,215,104,20,1962,782,428,354,53,0,34,19
ACSSF,HI,150,0,15,3,9301,1,1500000US150030093011,"Block Group 1, Census Tract 93.01, Honolulu County, Hawaii",,,1.50E+11,361794,31557,15,"Block Group 1, Census Tract 93.01, Honolulu County, Hawaii",435300,47413,1605,541,0.151873678,0.139689445,0.012184226,1174,467,0,0,10,89,44,58,128,0,61,77,1967,467,124,343,74,0,25,49
ACSSF,HI,150,0,15,3,9302,1,1500000US150030093021,"Block Group 1, Census Tract 93.02, Honolulu County, Hawaii",,,1.50E+11,451107,0,15,"Block Group 1, Census Tract 93.02, Honolulu County, Hawaii",798300,103142,1392,409,0.1741734,0.1741734,0,1622,409,7,0,0,15,125,46,13,143,33,27,1961,409,215,194,0,0,0,0
ACSSF,HI,150,0,15,3,9302,2,1500000US150030093022,"Block Group 2, Census Tract 93.02, Honolulu County, Hawaii",,,1.50E+11,140639,11109,15,"Block Group 2, Census Tract 93.02, Honolulu County, Hawaii",639100,,605,267,0.058590233,0.054301023,0.004289209,727,267,0,14,42,76,27,54,0,3,0,51,1989,267,79,188,0,0,0,0
ACSSF,HI,150,0,15,3,9302,3,1500000US150030093023,"Block Group 3, Census Tract 93.02, Honolulu County, Hawaii",,,1.50E+11,238617,14059,15,"Block Group 3, Census Tract 93.02, Honolulu County, Hawaii",638000,132708,1668,485,0.097558752,0.092130542,0.00542821,1416,485,0,0,14,29,11,43,59,114,108,107,1952,485,365,120,0,0,0,0
ACSSF,HI,150,0,15,3,9401,1,1500000US150030094011,"Block Group 1, Census Tract 94.01, Honolulu County, Hawaii",,,1.50E+11,624390,374428,15,"Block Group 1, Census Tract 94.01, Honolulu County, Hawaii",651900,88548,1276,557,0.385645807,0.241078332,0.14456746,1500,492,0,0,2,14,14,126,261,64,11,0,1967,492,283,209,65,46,0,19
ACSSF,HI,150,0,15,3,9402,1,1500000US150030094021,"Block Group 1, Census Tract 94.02, Honolulu County, Hawaii",,,1.50E+11,164599,0,15,"Block Group 1, Census Tract 94.02, Honolulu County, Hawaii",,54621,1316,530,0.063552029,0.063552029,0,1420,442,0,64,0,81,12,36,116,94,22,17,1968,442,79,363,88,26,0,62
ACSSF,HI,150,0,15,3,9402,2,1500000US150030094022,"Block Group 2, Census Tract 94.02, Honolulu County, Hawaii",,,1.50E+11,253115,45735,15,"Block Group 2, Census Tract 94.02, Honolulu County, Hawaii",709700,67750,1064,435,0.115386635,0.097728252,0.017658383,1585,391,0,0,0,65,21,18,118,150,0,19,1963,391,191,200,44,0,0,44
ACSSF,HI,150,0,15,3,9402,3,1500000US150030094023,"Block Group 3, Census Tract 94.02, Honolulu County, Hawaii",,,1.50E+11,139027,160044,15,"Block Group 3, Census Tract 94.02, Honolulu County, Hawaii",,,952,449,0.115471967,0.053678628,0.061793335,923,392,0,0,0,11,72,186,72,51,0,0,1972,392,0,392,57,19,0,38
ACSSF,HI,150,0,15,3,9507,1,1500000US150030095071,"Block Group 1, Census Tract 95.07, Honolulu County, Hawaii",,,1.50E+11,1370127,0,15,"Block Group 1, Census Tract 95.07, Honolulu County, Hawaii",,57071,1621,598,0.529009044,0.529009044,0,2667,500,0,0,0,32,28,140,64,144,92,0,1962,500,0,500,98,0,0,98
ACSSF,HI,150,0,15,3,9507,2,1500000US150030095072,"Block Group 2, Census Tract 95.07, Honolulu County, Hawaii",,,1.50E+11,385259,0,15,"Block Group 2, Census Tract 95.07, Honolulu County, Hawaii",,,1211,0,0.148749337,0.148749337,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ACSSF,HI,150,0,15,3,9508,1,1500000US150030095081,"Block Group 1, Census Tract 95.08, Honolulu County, Hawaii",,,1.50E+11,704460,0,15,"Block Group 1, Census Tract 95.08, Honolulu County, Hawaii",,69453,1968,693,0.271993548,0.271993548,0,2789,668,0,138,119,303,23,34,50,0,0,1,1997,668,0,668,25,0,0,25
ACSSF,HI,150,0,15,3,9509,1,1500000US150030095091,"Block Group 1, Census Tract 95.09, Honolulu County, Hawaii",,,1.50E+11,224751,0,15,"Block Group 1, Census Tract 95.09, Honolulu County, Hawaii",,63894,1461,415,0.086776853,0.086776853,0,3147,415,0,174,137,79,9,0,16,0,0,0,2008,415,0,415,0,0,0,0
ACSSF,HI,150,0,15,3,9509,2,1500000US150030095092,"Block Group 2, Census Tract 95.09, Honolulu County, Hawaii",,,1.50E+11,527963,0,15,"Block Group 2, Census Tract 95.09, Honolulu County, Hawaii",,75625,1894,529,0.203847662,0.203847662,0,3263,516,0,171,237,26,27,39,6,10,0,0,2007,516,0,516,13,0,0,13
ACSSF,HI,150,0,15,3,9510,1,1500000US150030095101,"Block Group 1, Census Tract 95.10, Honolulu County, Hawaii",,,1.50E+11,160494,0,15,"Block Group 1, Census Tract 95.10, Honolulu County, Hawaii",,86406,999,296,0.061967082,0.061967082,0,3085,296,0,116,102,11,67,0,0,0,0,0,2007,296,0,296,0,0,0,0
ACSSF,HI,150,0,15,3,9510,2,1500000US150030095102,"Block Group 2, Census Tract 95.10, Honolulu County, Hawaii",,,1.50E+11,221380,0,15,"Block Group 2, Census Tract 95.10, Honolulu County, Hawaii",,88182,426,186,0.085475296,0.085475296,0,2979,186,0,53,73,0,0,53,7,0,0,0,2005,186,0,186,0,0,0,0
ACSSF,HI,150,0,15,3,9511,1,1500000US150030095111,"Block Group 1, Census Tract 95.11, Honolulu County, Hawaii",,,1.50E+11,318581,0,15,"Block Group 1, Census Tract 95.11, Honolulu County, Hawaii",,62209,1806,628,0.123004816,0.123004816,0,3084,592,0,49,194,109,207,22,0,0,0,11,1997,592,10,582,36,0,0,36
ACSSF,HI,150,0,15,3,9511,2,1500000US150030095112,"Block Group 2, Census Tract 95.11, Honolulu County, Hawaii",,,1.50E+11,622686,0,15,"Block Group 2, Census Tract 95.11, Honolulu County, Hawaii",,62431,1411,496,0.240420416,0.240420416,0,3213,462,0,243,155,24,10,20,0,0,0,10,2011,462,0,462,34,0,0,34
ACSSF,HI,150,0,15,3,9512,1,1500000US150030095121,"Block Group 1, Census Tract 95.12, Honolulu County, Hawaii",,,1.50E+11,827745,4701,15,"Block Group 1, Census Tract 95.12, Honolulu County, Hawaii",,82292,1292,498,0.321409225,0.319594145,0.001815066,3304,415,0,13,15,15,28,36,52,27,66,163,1949,415,0,415,83,0,0,83
ACSSF,HI,150,0,15,3,9512,2,1500000US150030095122,"Block Group 2, Census Tract 95.12, Honolulu County, Hawaii",,,1.50E+11,1098828,0,15,"Block Group 2, Census Tract 95.12, Honolulu County, Hawaii",,,3409,0,0.424259871,0.424259871,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ACSSF,HI,150,0,15,3,9512,3,1500000US150030095123,"Block Group 3, Census Tract 95.12, Honolulu County, Hawaii",,,1.50E+11,715339,0,15,"Block Group 3, Census Tract 95.12, Honolulu County, Hawaii",,73750,635,167,0.276193947,0.276193947,0,3501,163,0,78,59,9,5,7,5,0,0,0,2010,163,0,163,4,4,0,0
ACSSF,HI,150,0,15,3,9608,1,1500000US150030096081,"Block Group 1, Census Tract 96.08, Honolulu County, Hawaii",,,1.50E+11,331438,2103,15,"Block Group 1, Census Tract 96.08, Honolulu County, Hawaii",508900,55064,1058,388,0.128780901,0.127968937,0.000811973,1634,360,0,10,27,0,33,146,41,0,40,63,1973,360,195,165,28,0,0,28
ACSSF,HI,150,0,15,3,9608,2,1500000US150030096082,"Block Group 2, Census Tract 96.08, Honolulu County, Hawaii",,,1.50E+11,43534880,30328,15,"Block Group 2, Census Tract 96.08, Honolulu County, Hawaii",538600,46007,1036,386,16.82062149,16.80891228,0.011709707,2114,353,0,0,20,16,28,169,43,25,49,3,1974,353,185,168,33,0,0,33
ACSSF,HI,150,0,15,3,9608,3,1500000US150030096083,"Block Group 3, Census Tract 96.08, Honolulu County, Hawaii",,,1.50E+11,1067699,5550529,15,"Block Group 3, Census Tract 96.08, Honolulu County, Hawaii",504300,68125,1519,351,2.555312157,0.412240893,2.143071413,1236,298,0,0,18,85,0,182,0,9,4,0,1976,298,151,147,53,0,0,53
ACSSF,HI,150,0,15,3,9608,4,1500000US150030096084,"Block Group 4, Census Tract 96.08, Honolulu County, Hawaii",,,1.50E+11,730146,0,15,"Block Group 4, Census Tract 96.08, Honolulu County, Hawaii",438600,105500,1579,358,0.281910956,0.281910956,0,1204,354,0,0,0,186,27,38,39,62,0,2,1991,354,255,99,4,0,0,4
ACSSF,HI,150,0,15,3,9609,1,1500000US150030096091,"Block Group 1, Census Tract 96.09, Honolulu County, Hawaii",,,1.50E+11,3872379,0,15,"Block Group 1, Census Tract 96.09, Honolulu County, Hawaii",668200,95771,2967,717,1.495133996,1.495133996,0,,668,31,381,186,17,0,36,0,0,17,0,2011,668,612,56,49,0,0,49
ACSSF,HI,150,0,15,3,9609,2,1500000US150030096092,"Block Group 2, Census Tract 96.09, Honolulu County, Hawaii",,,1.50E+11,167432,0,15,"Block Group 2, Census Tract 96.09, Honolulu County, Hawaii",587200,125481,751,203,0.064645857,0.064645857,0,,203,0,19,0,173,11,0,0,0,0,0,1995,203,203,0,0,0,0,0
ACSSF,HI,150,0,15,3,9609,3,1500000US150030096093,"Block Group 3, Census Tract 96.09, Honolulu County, Hawaii",,,1.50E+11,1016467,0,15,"Block Group 3, Census Tract 96.09, Honolulu County, Hawaii",686600,90000,2178,552,0.392460108,0.392460108,0,,552,0,66,336,54,0,61,35,0,0,0,2004,552,397,155,0,0,0,0
ACSSF,HI,150,0,15,3,9610,1,1500000US150030096101,"Block Group 1, Census Tract 96.10, Honolulu County, Hawaii",,,1.50E+11,306090,20028,15,"Block Group 1, Census Tract 96.10, Honolulu County, Hawaii",565600,73333,1216,313,0.125914872,0.118182018,0.007732854,2500,200,28,0,0,0,0,90,39,14,21,8,1965,200,90,110,113,0,46,67
ACSSF,HI,150,0,15,3,9610,2,1500000US150030096102,"Block Group 2, Census Tract 96.10, Honolulu County, Hawaii",,,1.50E+11,495605,22916,15,"Block Group 2, Census Tract 96.10, Honolulu County, Hawaii",471500,124717,2233,648,0.200202093,0.19135417,0.008847917,1972,540,0,47,0,102,0,166,119,63,0,43,1973,540,289,251,108,43,65,0
ACSSF,HI,150,0,15,3,9610,3,1500000US150030096103,"Block Group 3, Census Tract 96.10, Honolulu County, Hawaii",,,1.50E+11,433206,2790946,15,"Block Group 3, Census Tract 96.10, Honolulu County, Hawaii",575600,,467,336,1.244852066,0.167261779,1.077590346,,217,0,0,0,13,9,110,0,14,0,71,1977,217,129,88,119,0,0,119
ACSSF,HI,150,0,15,3,9610,4,1500000US150030096104,"Block Group 4, Census Tract 96.10, Honolulu County, Hawaii",,,1.50E+11,292125,0,15,"Block Group 4, Census Tract 96.10, Honolulu County, Hawaii",699600,113750,792,318,0.1127901,0.1127901,0,2278,245,0,0,25,53,50,0,60,57,0,0,1983,245,99,146,73,73,0,0
ACSSF,HI,150,0,15,3,9610,5,1500000US150030096105,"Block Group 5, Census Tract 96.10, Honolulu County, Hawaii",,,1.50E+11,270429,0,15,"Block Group 5, Census Tract 96.10, Honolulu County, Hawaii",459700,81932,2206,514,0.104413226,0.104413226,0,3068,469,0,47,45,32,67,92,174,12,0,0,1978,469,232,237,45,0,0,45
ACSSF,HI,150,0,15,3,9704,1,1500000US150030097041,"Block Group 1, Census Tract 97.04, Honolulu County, Hawaii",,,1.50E+11,3971069,0,15,"Block Group 1, Census Tract 97.04, Honolulu County, Hawaii",849300,81513,1866,433,1.533238411,1.533238411,0,1750,403,0,20,36,13,33,0,171,90,18,22,1963,403,276,127,30,0,0,30
ACSSF,HI,150,0,15,3,9704,2,1500000US150030097042,"Block Group 2, Census Tract 97.04, Honolulu County, Hawaii",,,1.50E+11,1737016,13175,15,"Block Group 2, Census Tract 97.04, Honolulu County, Hawaii",537000,110000,1458,344,0.67575258,0.670665681,0.005086896,2000,326,0,19,42,89,70,92,10,3,0,1,1987,326,307,19,18,0,0,18
ACSSF,HI,150,0,15,3,9705,1,1500000US150030097051,"Block Group 1, Census Tract 97.05, Honolulu County, Hawaii",,,1.50E+11,160076,0,15,"Block Group 1, Census Tract 97.05, Honolulu County, Hawaii",596300,112350,1062,359,0.061805692,0.061805692,0,,359,0,9,55,118,0,74,103,0,0,0,1990,359,332,27,0,0,0,0
ACSSF,HI,150,0,15,3,9705,2,1500000US150030097052,"Block Group 2, Census Tract 97.05, Honolulu County, Hawaii",,,1.50E+11,836275,1647915,15,"Block Group 2, Census Tract 97.05, Honolulu County, Hawaii",634400,104167,951,294,0.959151149,0.322887599,0.636263549,1851,262,0,38,51,9,0,12,6,123,21,2,1962,262,160,102,32,0,0,32
ACSSF,HI,150,0,15,3,9705,3,1500000US150030097053,"Block Group 3, Census Tract 97.05, Honolulu County, Hawaii",,,1.50E+11,377281,0,15,"Block Group 3, Census Tract 97.05, Honolulu County, Hawaii",452900,,1086,379,0.145669013,0.145669013,0,1277,344,0,48,80,97,19,53,23,24,0,0,1996,344,156,188,35,25,0,10
ACSSF,HI,150,0,15,3,9706,1,1500000US150030097061,"Block Group 1, Census Tract 97.06, Honolulu County, Hawaii",,,1.50E+11,2281878,0,15,"Block Group 1, Census Tract 97.06, Honolulu County, Hawaii",371100,92639,1029,236,0.88103807,0.88103807,0,,234,6,0,38,16,93,64,0,3,14,0,1984,234,219,15,2,0,0,2
ACSSF,HI,150,0,15,3,9706,2,1500000US150030097062,"Block Group 2, Census Tract 97.06, Honolulu County, Hawaii",,,1.50E+11,1238596,0,15,"Block Group 2, Census Tract 97.06, Honolulu County, Hawaii",568600,90417,935,254,0.478224605,0.478224605,0,,222,0,0,40,0,0,48,53,81,0,0,1969,222,120,102,32,6,2,24
ACSSF,HI,150,0,15,3,9706,3,1500000US150030097063,"Block Group 3, Census Tract 97.06, Honolulu County, Hawaii",,,1.50E+11,374869,0,15,"Block Group 3, Census Tract 97.06, Honolulu County, Hawaii",351600,107500,1626,321,0.144737735,0.144737735,0,,302,0,6,21,109,43,113,4,0,6,0,1987,302,296,6,19,0,0,19
ACSSF,HI,150,0,15,3,9707,1,1500000US150030097071,"Block Group 1, Census Tract 97.07, Honolulu County, Hawaii",,,1.50E+11,363953,0,15,"Block Group 1, Census Tract 97.07, Honolulu County, Hawaii",185000,45972,2197,560,0.140523046,0.140523046,0,1139,537,0,74,31,41,63,263,39,26,0,0,1978,537,200,337,23,0,0,23
ACSSF,HI,150,0,15,3,9707,2,1500000US150030097072,"Block Group 2, Census Tract 97.07, Honolulu County, Hawaii",,,1.50E+11,767873,0,15,"Block Group 2, Census Tract 97.07, Honolulu County, Hawaii",223200,38893,974,553,0.296477437,0.296477437,0,1453,481,0,0,0,16,33,388,44,0,0,0,1975,481,117,364,72,48,0,24
ACSSF,HI,150,0,15,3,9707,3,1500000US150030097073,"Block Group 3, Census Tract 97.07, Honolulu County, Hawaii",,,1.50E+11,658468,4188661,15,"Block Group 3, Census Tract 97.07, Honolulu County, Hawaii",522200,,2143,726,1.871487021,0.254235923,1.617251158,1164,675,0,84,0,16,46,307,107,71,24,20,1974,675,257,418,51,0,0,51
ACSSF,HI,150,0,15,3,9707,4,1500000US150030097074,"Block Group 4, Census Tract 97.07, Honolulu County, Hawaii",,,1.50E+11,17973886,15778,15,"Block Group 4, Census Tract 97.07, Honolulu County, Hawaii",494700,104861,1308,292,6.945848465,6.939756393,0.00609192,,265,0,47,19,44,29,103,9,0,14,0,1979,265,229,36,27,0,0,27
ACSSF,HI,150,0,15,3,9801,1,1500000US150030098011,"Block Group 1, Census Tract 98.01, Honolulu County, Hawaii",,,1.50E+11,51371184,12016633,15,"Block Group 1, Census Tract 98.01, Honolulu County, Hawaii",637200,143194,654,334,24.4741745,19.83452606,4.639647961,,241,0,6,27,58,24,31,57,38,0,0,1972,241,211,30,93,0,0,93
ACSSF,HI,150,0,15,3,9801,2,1500000US150030098012,"Block Group 2, Census Tract 98.01, Honolulu County, Hawaii",,,1.50E+11,3223076,0,15,"Block Group 2, Census Tract 98.01, Honolulu County, Hawaii",233900,49000,2062,1307,1.244436622,1.244436622,0,1551,918,0,62,8,0,64,754,21,9,0,0,1976,918,409,509,389,9,14,366
ACSSF,HI,150,0,15,3,9803,1,1500000US150030098031,"Block Group 1, Census Tract 98.03, Honolulu County, Hawaii",,,1.50E+11,202794,0,15,"Block Group 1, Census Tract 98.03, Honolulu County, Hawaii",491300,68516,1455,233,0.078299202,0.078299202,0,1927,212,0,6,0,0,26,90,56,34,0,0,1973,212,84,128,21,0,0,21
ACSSF,HI,150,0,15,3,9803,2,1500000US150030098032,"Block Group 2, Census Tract 98.03, Honolulu County, Hawaii",,,1.50E+11,445518,5201969,15,"Block Group 2, Census Tract 98.03, Honolulu County, Hawaii",736800,122589,643,517,2.180506945,0.172015473,2.008491516,2224,281,0,38,7,18,42,52,95,29,0,0,1976,281,70,211,236,0,0,236
ACSSF,HI,150,0,15,3,9803,3,1500000US150030098033,"Block Group 3, Census Tract 98.03, Honolulu County, Hawaii",,,1.50E+11,198538,0,15,"Block Group 3, Census Tract 98.03, Honolulu County, Hawaii",510400,29326,1064,374,0.076655954,0.076655954,0,2031,362,0,0,0,0,163,142,51,6,0,0,1978,362,81,281,12,12,0,0
ACSSF,HI,150,0,15,3,9804,1,1500000US150030098041,"Block Group 1, Census Tract 98.04, Honolulu County, Hawaii",,,1.50E+11,89071,0,15,"Block Group 1, Census Tract 98.04, Honolulu County, Hawaii",474000,84167,860,270,0.034390505,0.034390505,0,1474,250,0,23,0,53,59,86,26,3,0,0,1980,250,198,52,20,20,0,0
ACSSF,HI,150,0,15,3,9804,2,1500000US150030098042,"Block Group 2, Census Tract 98.04, Honolulu County, Hawaii",,,1.50E+11,1022602,0,15,"Block Group 2, Census Tract 98.04, Honolulu County, Hawaii",418800,,1761,467,0.394828856,0.394828856,0,1775,382,0,0,8,4,202,84,28,29,27,0,1978,382,43,339,85,0,0,85
ACSSF,HI,150,0,15,3,9804,3,1500000US150030098043,"Block Group 3, Census Tract 98.04, Honolulu County, Hawaii",,,1.50E+11,689843,0,15,"Block Group 3, Census Tract 98.04, Honolulu County, Hawaii",497200,101932,865,283,0.266349882,0.266349882,0,2548,224,0,22,0,17,65,53,28,6,33,0,1977,224,177,47,59,0,21,38
ACSSF,HI,150,0,15,3,9902,1,1500000US150030099021,"Block Group 1, Census Tract 99.02, Honolulu County, Hawaii",,,1.50E+11,1375759,1045940,15,"Block Group 1, Census Tract 99.02, Honolulu County, Hawaii",1135400,,481,335,0.935023248,0.531183541,0.403839707,834,228,0,34,0,8,0,121,30,17,18,0,1972,228,87,141,107,0,0,107
ACSSF,HI,150,0,15,3,9902,2,1500000US150030099022,"Block Group 2, Census Tract 99.02, Honolulu County, Hawaii",,,1.50E+11,538445,30808,15,"Block Group 2, Census Tract 99.02, Honolulu County, Hawaii",1022700,91187,1231,413,0.219789818,0.207894787,0.011895035,2045,387,0,0,19,49,197,7,64,0,44,7,1983,387,256,131,26,0,0,26
ACSSF,HI,150,0,15,3,9902,3,1500000US150030099023,"Block Group 3, Census Tract 99.02, Honolulu County, Hawaii",,,1.50E+11,1261513,0,15,"Block Group 3, Census Tract 99.02, Honolulu County, Hawaii",723100,123917,1197,257,0.487072915,0.487072915,0,2347,257,0,0,9,19,127,59,8,35,0,0,1982,257,212,45,0,0,0,0
ACSSF,HI,150,0,15,3,9902,4,1500000US150030099024,"Block Group 4, Census Tract 99.02, Honolulu County, Hawaii",,,1.50E+11,738408,0,15,"Block Group 4, Census Tract 99.02, Honolulu County, Hawaii",951000,116786,675,243,0.285100937,0.285100937,0,1297,172,0,0,0,16,54,36,22,28,0,16,1974,172,112,60,71,0,0,71
ACSSF,HI,150,0,15,3,9905,1,1500000US150030099051,"Block Group 1, Census Tract 99.05, Honolulu County, Hawaii",,,1.50E+11,1442668,0,15,"Block Group 1, Census Tract 99.05, Honolulu County, Hawaii",716200,74333,941,348,0.557017267,0.557017267,0,855,292,0,17,0,17,0,30,39,51,46,92,1952,292,156,136,56,0,0,56
ACSSF,HI,150,0,15,3,9905,2,1500000US150030099052,"Block Group 2, Census Tract 99.05, Honolulu County, Hawaii",,,1.50E+11,971675,0,15,"Block Group 2, Census Tract 99.05, Honolulu County, Hawaii",933400,95909,671,264,0.37516582,0.37516582,0,1707,232,0,0,0,0,0,43,34,105,27,23,1957,232,163,69,32,0,0,32
ACSSF,HI,150,0,15,3,9905,3,1500000US150030099053,"Block Group 3, Census Tract 99.05, Honolulu County, Hawaii",,,1.50E+11,748724,513761,15,"Block Group 3, Census Tract 99.05, Honolulu County, Hawaii",887200,98250,1335,572,0.487448215,0.289083958,0.198364243,2314,457,0,5,51,0,16,146,89,141,0,9,1971,457,258,199,115,0,0,115
ACSSF,HI,150,0,15,3,9906,1,1500000US150030099061,"Block Group 1, Census Tract 99.06, Honolulu County, Hawaii",,,1.50E+11,358118,1271318,15,"Block Group 1, Census Tract 99.06, Honolulu County, Hawaii",840300,84938,1267,766,0.629128754,0.13827014,0.490858644,2507,603,0,13,34,28,110,306,44,44,0,24,1976,603,301,302,163,12,9,142
ACSSF,HI,150,0,15,3,9906,2,1500000US150030099062,"Block Group 2, Census Tract 99.06, Honolulu County, Hawaii",,,1.50E+11,84278321,6608902,15,"Block Group 2, Census Tract 99.06, Honolulu County, Hawaii",1217600,81417,508,228,35.09175491,32.54004288,2.551711321,2188,167,0,5,20,25,24,29,49,9,6,0,1976,167,113,54,61,0,11,50
ACSSF,HI,150,0,15,3,9906,3,1500000US150030099063,"Block Group 3, Census Tract 99.06, Honolulu County, Hawaii",,,1.50E+11,3029958,0,15,"Block Group 3, Census Tract 99.06, Honolulu County, Hawaii",,,12,38,1.169873357,1.169873357,0,,12,0,0,0,0,0,0,0,12,0,0,,12,0,12,26,0,0,26
ACSSF,HI,150,0,15,3,10000,1,1500000US150030100001,"Block Group 1, Census Tract 100, Honolulu County, Hawaii",,,1.50E+11,160335282,4485610,15,"Block Group 1, Census Tract 100, Honolulu County, Hawaii",1245400,102736,1201,511,63.63770676,61.90579987,1.731903791,2631,453,0,9,0,8,25,51,135,72,32,121,1962,453,242,211,58,0,0,58
ACSSF,HI,150,0,15,3,10000,2,1500000US150030100002,"Block Group 2, Census Tract 100, Honolulu County, Hawaii",,,1.50E+11,28712281,23990,15,"Block Group 2, Census Tract 100, Honolulu County, Hawaii",1178600,44375,1070,449,11.09513664,11.0858736,0.009262592,2970,386,0,68,110,112,20,20,51,5,0,0,1996,386,32,354,63,26,0,37
ACSSF,HI,150,0,15,3,10000,3,1500000US150030100003,"Block Group 3, Census Tract 100, Honolulu County, Hawaii",,,1.50E+11,837864,0,15,"Block Group 3, Census Tract 100, Honolulu County, Hawaii",,79049,2365,915,0.32350111,0.32350111,0,2842,814,0,217,58,188,74,248,19,0,6,4,1995,814,0,814,101,53,0,48
ACSSF,HI,150,0,15,3,10101,1,1500000US150030101011,"Block Group 1, Census Tract 101.01, Honolulu County, Hawaii",,,1.50E+11,2056342,2364375,15,"Block Group 1, Census Tract 101.01, Honolulu County, Hawaii",1455400,94719,1046,414,1.706848502,0.793958127,0.912890315,2606,353,0,0,14,36,96,113,52,29,13,0,1978,353,139,214,61,0,0,61
ACSSF,HI,150,0,15,3,10101,2,1500000US150030101012,"Block Group 2, Census Tract 101.01, Honolulu County, Hawaii",,,1.50E+11,4835481,14083,15,"Block Group 2, Census Tract 101.01, Honolulu County, Hawaii",1533300,110347,1331,560,1.872427225,1.866989732,0.005437477,1938,468,0,71,68,27,108,102,5,0,48,39,1985,468,186,282,92,0,0,92
